user_id,premium_start_date,premium_status,monthly_fee_rub,source,is_trial
u_000399,2025-11-16,active,199,marketplace,0
u_000427,2026-01-16,active,199,marketplace,0
u_000428,2025-12-21,active,199,marketplace,0
u_000435,2026-07-14,active,199,marketplace,1
u_000437,2026-04-13,active,199,marketplace,0
u_000447,2026-05-29,active,199,experiment_prompt,0
u_000451,2026-03-15,active,199,marketplace,0
u_000453,2026-04-11,active,199,bank_card,0
u_000455,2026-01-11,active,199,experiment_prompt,0
u_000461,2026-07-11,active,199,marketplace,1
u_000463,2026-07-01,active,199,promo,1
u_000467,2026-05-05,active,199,marketplace,0
u_000477,2026-06-04,active,199,experiment_prompt,1
u_000482,2025-09-07,active,199,marketplace,0
u_000484,2025-09-16,active,199,marketplace,1
u_000487,2025-12-23,active,199,experiment_prompt,1
u_000490,2025-10-04,active,199,experiment_prompt,0
u_000497,2026-05-18,active,199,experiment_prompt,0
u_000500,2026-05-13,cancelled,199,promo,1
u_000508,2026-04-25,active,199,marketplace,0
u_000510,2026-06-21,active,199,marketplace,0
u_000511,2025-12-15,active,199,experiment_prompt,0
u_000516,2025-03-30,active,199,partner,1
u_000528,2026-05-29,active,199,marketplace,0
u_000534,2026-05-06,active,199,marketplace,0
u_000536,2026-01-27,active,199,promo,0
u_000541,2026-04-23,active,199,promo,0
u_000548,2026-04-03,active,199,marketplace,0
u_000552,2026-04-17,active,199,experiment_prompt,0
u_000564,2026-07-17,active,199,experiment_prompt,1
u_000567,2026-06-30,active,199,promo,0
u_000569,2025-12-27,active,199,marketplace,0
u_000579,2026-06-18,active,199,bank_card,0
u_000583,2026-04-20,active,199,experiment_prompt,0
u_000584,2026-06-22,active,199,marketplace,1
u_000587,2026-06-18,active,199,bank_card,1
u_000604,2025-02-18,active,199,bank_card,0
u_000617,2026-06-07,active,199,marketplace,0
u_000620,2026-05-19,active,199,marketplace,1
u_000626,2026-01-25,active,199,marketplace,0
u_000629,2026-05-30,active,199,bank_card,0
u_000642,2026-06-28,active,199,partner,0
u_000643,2026-05-30,active,199,marketplace,0
u_000644,2026-04-06,active,199,marketplace,0
u_000650,2026-07-25,active,199,marketplace,0
u_000664,2025-08-07,active,199,marketplace,0
u_000668,2025-01-04,active,199,marketplace,0
u_000673,2026-06-26,active,199,bank_card,0
u_000674,2026-07-10,cancelled,199,experiment_prompt,1
u_000678,2026-04-06,active,199,bank_card,0
u_000681,2026-04-28,active,199,marketplace,0
u_000688,2025-10-14,active,199,promo,0
u_000703,2026-05-26,active,199,experiment_prompt,1
u_000704,2026-04-27,cancelled,199,experiment_prompt,0
u_000711,2026-06-22,active,199,bank_card,0
u_000732,2026-07-04,active,199,marketplace,0
u_000733,2026-07-21,active,199,marketplace,0
u_000734,2026-04-17,active,199,bank_card,1
u_000741,2026-05-17,active,199,bank_card,0
u_000748,2026-02-11,active,199,experiment_prompt,0
u_000752,2026-07-04,active,199,partner,1
u_000767,2026-06-25,active,199,promo,0
u_000770,2026-02-11,active,199,bank_card,0
u_000771,2026-06-23,active,199,experiment_prompt,1
u_000772,2026-06-24,active,199,bank_card,0
u_000779,2026-05-14,active,199,marketplace,0
u_000782,2026-07-10,active,199,promo,1
u_000802,2026-04-20,active,199,marketplace,0
u_000811,2026-04-01,cancelled,199,bank_card,0
u_000815,2026-06-11,active,199,bank_card,0
u_000816,2026-01-14,active,199,bank_card,0
u_000819,2026-06-12,active,199,bank_card,0
u_000823,2026-01-08,active,199,marketplace,0
u_000830,2025-09-10,active,199,experiment_prompt,1
u_000836,2026-06-23,active,199,marketplace,0
u_000838,2024-10-24,active,199,marketplace,0
u_000839,2026-03-18,active,199,marketplace,0
u_000847,2026-03-11,active,199,bank_card,0
u_000857,2026-02-26,active,199,marketplace,1
u_000861,2026-07-29,active,199,marketplace,0
u_000863,2026-07-01,active,199,marketplace,1
u_000868,2026-07-09,active,199,marketplace,1
u_000870,2026-02-04,active,199,marketplace,0
u_000875,2025-12-11,active,199,marketplace,0
u_000877,2026-03-23,active,199,promo,0
u_000880,2026-05-14,active,199,experiment_prompt,0
u_000885,2026-06-15,active,199,marketplace,0
u_000886,2026-03-13,active,199,marketplace,1
u_000890,2026-04-09,active,199,promo,0
u_000902,2026-05-09,active,199,promo,0
u_000903,2026-04-30,active,199,marketplace,0
u_000904,2025-12-15,active,199,experiment_prompt,0
u_000911,2026-06-22,active,199,experiment_prompt,1
u_000913,2026-01-27,active,199,promo,0
u_000917,2026-03-25,active,199,promo,0
u_000925,2026-06-24,active,199,experiment_prompt,0
u_000937,2026-03-21,cancelled,199,bank_card,0
u_000938,2026-06-09,active,199,marketplace,0
u_000942,2026-04-04,active,199,promo,0
u_000944,2026-03-31,active,199,promo,0
u_000951,2026-04-17,active,199,bank_card,0
u_000952,2026-01-11,cancelled,199,marketplace,0
u_000954,2025-11-06,active,199,promo,0
u_000959,2026-02-15,active,199,marketplace,0
u_000961,2026-02-10,active,199,experiment_prompt,0
u_000968,2026-06-23,active,199,marketplace,0
u_000970,2026-02-08,active,199,marketplace,0
u_000975,2025-01-20,cancelled,199,experiment_prompt,0
u_000979,2026-03-24,active,199,bank_card,0
u_000988,2025-12-15,active,199,marketplace,0
u_000989,2026-06-21,active,199,bank_card,1
u_000998,2026-05-18,active,199,marketplace,0
u_001004,2026-04-22,active,199,partner,0
u_001006,2026-01-18,active,199,experiment_prompt,1
u_001013,2026-04-20,active,199,experiment_prompt,0
u_001016,2026-06-15,active,199,marketplace,1
u_001023,2025-12-19,active,199,marketplace,0
u_001037,2025-11-04,active,199,bank_card,0
u_001039,2026-02-06,active,199,marketplace,0
u_001055,2025-08-09,active,199,partner,0
u_001058,2026-05-02,active,199,experiment_prompt,0
u_001060,2026-06-14,active,199,marketplace,0
u_001062,2026-06-02,active,199,bank_card,0
u_001064,2026-03-18,active,199,marketplace,0
u_001066,2026-06-02,active,199,marketplace,0
u_001074,2025-11-19,active,199,marketplace,0
u_001076,2025-12-09,active,199,bank_card,0
u_001079,2026-06-29,active,199,bank_card,0
u_001080,2026-06-24,active,199,promo,0
u_001091,2026-07-29,active,199,marketplace,0
u_001096,2026-06-20,active,199,bank_card,0
u_001102,2026-06-22,active,199,marketplace,0
u_001105,2026-05-06,active,199,experiment_prompt,1
u_001109,2026-05-26,active,199,marketplace,1
u_001110,2026-02-15,active,199,experiment_prompt,0
u_001123,2026-06-21,active,199,marketplace,0
u_001137,2025-07-05,active,199,promo,1
u_001144,2026-05-06,active,199,marketplace,0
u_001147,2025-11-10,active,199,experiment_prompt,0
u_001150,2026-06-13,active,199,bank_card,1
u_001157,2026-05-25,active,199,marketplace,0
u_001159,2026-07-11,active,199,marketplace,1
u_001188,2026-06-14,active,199,experiment_prompt,0
u_001191,2026-06-30,active,199,marketplace,0
u_001196,2026-05-11,active,199,promo,0
u_001200,2026-01-02,active,199,promo,0
u_001207,2026-05-05,active,199,bank_card,0
u_001208,2025-06-10,active,199,bank_card,0
u_001212,2025-03-31,active,199,marketplace,0
u_001216,2026-05-05,active,199,bank_card,0
u_001218,2026-07-11,active,199,marketplace,0
u_001224,2026-02-18,active,199,bank_card,0
u_001229,2026-06-14,active,199,partner,1
u_001232,2026-07-28,active,199,marketplace,1
u_001234,2026-07-22,active,199,bank_card,1
u_001237,2026-03-27,active,199,bank_card,0
u_001239,2026-06-15,active,199,marketplace,0
u_001248,2026-06-21,active,199,marketplace,0
u_001249,2026-06-09,active,199,marketplace,0
u_001251,2026-03-23,active,199,experiment_prompt,1
u_001264,2026-07-06,active,199,marketplace,0
u_001265,2026-06-23,active,199,marketplace,0
u_001266,2026-04-08,active,199,marketplace,0
u_001268,2026-04-19,active,199,bank_card,0
u_001271,2025-12-29,active,199,promo,1
u_001282,2026-07-09,active,199,marketplace,1
u_001289,2026-06-30,active,199,marketplace,0
u_001292,2026-04-06,active,199,experiment_prompt,0
u_001302,2026-05-21,active,199,partner,0
u_001305,2026-06-14,active,199,marketplace,0
u_001311,2026-02-20,active,199,experiment_prompt,0
u_001315,2026-07-08,active,199,marketplace,1
u_001318,2026-03-17,active,199,bank_card,0
u_001333,2026-06-18,active,199,experiment_prompt,0
u_001335,2025-11-20,active,199,experiment_prompt,0
u_001336,2026-04-28,active,199,partner,0
u_001340,2026-01-24,cancelled,199,marketplace,0
u_001352,2025-10-11,active,199,experiment_prompt,0
u_001357,2026-04-14,active,199,marketplace,0
u_001362,2026-03-29,active,199,experiment_prompt,0
u_001363,2026-01-20,active,199,experiment_prompt,0
u_001369,2026-06-16,active,199,bank_card,0
u_001372,2026-05-17,active,199,partner,0
u_001376,2026-07-29,active,199,experiment_prompt,0
u_001378,2026-06-23,active,199,marketplace,0
u_001381,2026-04-26,active,199,marketplace,1
u_001382,2026-06-30,active,199,marketplace,0
u_001402,2026-06-01,active,199,bank_card,1
u_001403,2026-07-01,active,199,experiment_prompt,0
u_001404,2026-01-31,active,199,bank_card,0
u_001422,2026-06-10,cancelled,199,experiment_prompt,0
u_001426,2026-02-09,active,199,marketplace,0
u_001427,2026-05-24,active,199,marketplace,0
u_001428,2026-05-11,active,199,marketplace,1
u_001432,2026-03-05,active,199,marketplace,1
u_001441,2025-01-21,active,199,experiment_prompt,0
u_001442,2026-04-07,active,199,bank_card,0
u_001469,2026-06-23,active,199,experiment_prompt,0
u_001470,2026-02-12,active,199,bank_card,0
u_001472,2026-06-21,active,199,marketplace,0
u_001475,2026-01-15,active,199,marketplace,0
u_001485,2026-05-28,active,199,marketplace,0
u_001493,2026-03-15,active,199,marketplace,0
u_001494,2026-01-05,active,199,marketplace,0
u_001497,2026-05-03,active,199,experiment_prompt,0
u_001498,2026-06-19,active,199,marketplace,1
u_001500,2025-12-10,active,199,marketplace,0
u_001503,2026-04-08,active,199,marketplace,0
u_001506,2026-06-11,active,199,bank_card,0
u_001510,2025-11-20,active,199,marketplace,1
u_001512,2026-03-10,active,199,experiment_prompt,0
u_001519,2026-06-22,active,199,experiment_prompt,0
u_001525,2026-04-25,active,199,marketplace,1
u_001526,2026-04-22,active,199,bank_card,0
u_001528,2026-05-30,active,199,marketplace,1
u_001531,2026-04-10,active,199,bank_card,0
u_001551,2026-02-06,active,199,marketplace,0
u_001554,2025-09-12,active,199,bank_card,0
u_001558,2025-11-09,active,199,experiment_prompt,0
u_001559,2025-06-30,active,199,marketplace,0
u_001571,2026-01-28,active,199,marketplace,0
u_001573,2026-04-20,active,199,experiment_prompt,0
u_001575,2026-06-05,active,199,bank_card,0
u_001582,2026-06-20,active,199,marketplace,0
u_001585,2026-01-21,active,199,marketplace,0
u_001590,2026-06-17,active,199,marketplace,1
u_001593,2026-06-05,active,199,marketplace,0
u_001597,2026-03-28,cancelled,199,experiment_prompt,0
u_001600,2025-12-05,active,199,bank_card,0
u_001603,2026-06-19,active,199,marketplace,0
u_001605,2025-05-27,active,199,bank_card,0
u_001623,2026-02-16,active,199,promo,1
u_001633,2026-03-06,active,199,partner,0
u_001638,2026-03-12,active,199,bank_card,0
u_001642,2026-03-29,active,199,promo,0
u_001643,2026-06-13,active,199,bank_card,0
u_001653,2026-07-30,active,199,marketplace,1
u_001658,2025-11-26,active,199,marketplace,0
u_001660,2025-09-29,cancelled,199,marketplace,0
u_001661,2026-04-09,active,199,experiment_prompt,0
u_001665,2025-11-25,active,199,experiment_prompt,0
u_001668,2026-02-23,active,199,marketplace,0
u_001672,2026-04-16,cancelled,199,marketplace,0
u_001686,2026-03-21,active,199,experiment_prompt,0
u_001702,2026-06-07,active,199,bank_card,0
u_001703,2026-07-03,active,199,experiment_prompt,0
u_001705,2026-04-19,active,199,marketplace,0
u_001731,2026-03-27,active,199,marketplace,1
u_001735,2026-07-01,active,199,marketplace,0
u_001740,2026-06-27,active,199,bank_card,0
u_001742,2025-12-13,active,199,marketplace,0
u_001744,2025-10-21,active,199,bank_card,1
u_001747,2026-03-04,active,199,promo,0
u_001757,2026-02-04,active,199,marketplace,0
u_001758,2026-06-12,active,199,marketplace,0
u_001770,2025-09-19,active,199,promo,1
u_001789,2026-03-20,active,199,marketplace,0
u_001797,2026-06-28,active,199,experiment_prompt,0
u_001800,2026-06-04,active,199,bank_card,0
u_001812,2025-11-20,active,199,marketplace,0
u_001818,2025-12-24,active,199,marketplace,1
u_001823,2026-07-20,active,199,promo,1
u_001834,2026-05-26,cancelled,199,bank_card,0
u_001835,2026-02-10,active,199,marketplace,0
u_001837,2026-05-01,active,199,partner,0
u_001843,2026-06-18,active,199,marketplace,0
u_001847,2026-07-30,active,199,experiment_prompt,1
u_001849,2026-06-15,active,199,marketplace,1
u_001855,2026-07-09,active,199,marketplace,1
u_001865,2026-02-20,active,199,promo,1
u_001868,2026-04-10,active,199,bank_card,0
u_001871,2025-05-26,active,199,marketplace,0
u_001873,2026-06-11,active,199,bank_card,0
u_001877,2026-06-03,active,199,bank_card,0
u_001884,2026-06-10,active,199,bank_card,0
u_001889,2026-05-02,active,199,bank_card,0
u_001897,2026-05-12,active,199,bank_card,0
u_001899,2026-02-17,active,199,bank_card,0
u_001901,2026-02-01,active,199,promo,0
u_001902,2026-05-15,active,199,marketplace,0
u_001912,2025-05-04,active,199,bank_card,1
u_001913,2025-07-23,active,199,marketplace,0
u_001924,2026-04-23,active,199,experiment_prompt,0
u_001932,2026-01-01,active,199,marketplace,0
u_001934,2026-02-19,active,199,promo,1
u_001935,2025-10-04,active,199,promo,0
u_001939,2026-05-19,active,199,marketplace,0
u_001941,2026-01-31,active,199,experiment_prompt,0
u_001942,2025-11-29,active,199,bank_card,0
u_001947,2026-02-12,active,199,marketplace,0
u_001948,2026-04-10,active,199,marketplace,0
u_001949,2026-06-16,active,199,partner,1
u_001953,2025-09-12,active,199,marketplace,1
u_001957,2026-05-04,active,199,experiment_prompt,1
u_001964,2026-02-13,active,199,bank_card,0
u_001965,2025-12-09,active,199,bank_card,0
u_001967,2026-04-27,active,199,marketplace,0
u_001970,2026-07-30,active,199,marketplace,0
u_001975,2026-05-05,active,199,marketplace,0
u_001984,2026-02-18,active,199,partner,0
u_001990,2025-07-30,active,199,experiment_prompt,0
u_001993,2026-02-23,active,199,bank_card,0
u_001994,2026-05-29,active,199,marketplace,0
u_001998,2026-06-18,cancelled,199,bank_card,0
u_002000,2026-03-09,active,199,marketplace,0
u_002008,2025-07-21,active,199,marketplace,0
u_002012,2026-05-22,active,199,experiment_prompt,0
u_002018,2026-05-29,active,199,experiment_prompt,0
u_002028,2025-12-31,active,199,marketplace,1
u_002041,2026-04-15,active,199,bank_card,0
u_002043,2025-10-29,active,199,marketplace,0
u_002045,2026-05-23,active,199,partner,1
u_002047,2026-04-13,active,199,marketplace,0
u_002075,2026-06-12,active,199,marketplace,0
u_002084,2026-05-04,active,199,experiment_prompt,0
u_002086,2026-07-01,active,199,marketplace,1
u_002095,2026-04-05,active,199,marketplace,0
u_002099,2026-07-01,active,199,marketplace,1
u_002100,2025-10-08,active,199,marketplace,0
u_002102,2026-02-15,active,199,marketplace,1
u_002115,2025-09-09,active,199,marketplace,0
u_002134,2026-06-19,active,199,bank_card,1
u_002136,2026-03-27,active,199,bank_card,0
u_002139,2026-04-15,active,199,bank_card,0
u_002142,2026-07-24,active,199,marketplace,0
u_002143,2026-03-25,active,199,marketplace,0
u_002145,2026-04-27,active,199,promo,0
u_002148,2026-04-22,active,199,marketplace,0
u_002149,2026-05-22,active,199,marketplace,0
u_002151,2026-04-16,active,199,promo,0
u_002154,2026-06-24,active,199,marketplace,0
u_002171,2026-01-16,active,199,marketplace,0
u_002188,2026-04-27,cancelled,199,marketplace,0
u_002202,2026-05-31,active,199,experiment_prompt,0
u_002204,2025-12-11,active,199,marketplace,0
u_002206,2026-06-24,active,199,bank_card,0
u_002210,2026-05-10,active,199,marketplace,0
u_002214,2025-08-04,active,199,marketplace,0
u_002215,2026-06-03,active,199,experiment_prompt,0
u_002217,2026-07-19,active,199,bank_card,1
u_002236,2026-01-18,active,199,experiment_prompt,1
u_002238,2026-02-04,active,199,marketplace,0
u_002243,2026-04-16,active,199,experiment_prompt,0
u_002244,2026-05-03,active,199,marketplace,0
u_002245,2026-05-24,cancelled,199,bank_card,0
u_002252,2026-06-02,active,199,marketplace,0
u_002257,2026-02-13,active,199,promo,0
u_002262,2026-07-16,active,199,marketplace,0
u_002275,2025-07-07,active,199,bank_card,0
u_002294,2025-09-01,active,199,bank_card,0
u_002295,2026-06-16,cancelled,199,promo,0
u_002298,2026-06-22,active,199,experiment_prompt,0
u_002299,2025-07-09,active,199,promo,1
u_002309,2026-01-06,cancelled,199,marketplace,0
u_002324,2026-05-29,active,199,marketplace,0
u_002342,2026-06-22,active,199,bank_card,0
u_002344,2026-04-26,cancelled,199,marketplace,0
u_002347,2026-03-13,active,199,marketplace,0
u_002351,2026-06-12,active,199,partner,0
u_002367,2026-02-04,active,199,bank_card,0
u_002378,2026-07-24,active,199,bank_card,1
u_002382,2026-04-10,active,199,marketplace,0
u_002383,2026-05-03,active,199,marketplace,0
u_002384,2026-06-25,cancelled,199,bank_card,0
u_002387,2026-01-29,active,199,promo,0
u_002392,2026-03-17,active,199,bank_card,0
u_002406,2026-05-10,active,199,marketplace,0
u_002422,2026-03-06,active,199,experiment_prompt,0
u_002423,2026-05-22,cancelled,199,marketplace,0
u_002440,2026-05-07,active,199,experiment_prompt,0
u_002442,2026-05-07,active,199,bank_card,0
u_002448,2026-01-05,active,199,bank_card,0
u_002449,2026-07-10,active,199,experiment_prompt,0
u_002455,2026-05-20,active,199,bank_card,0
u_002459,2026-05-06,active,199,experiment_prompt,0
u_002461,2026-06-09,active,199,promo,0
u_002464,2025-10-13,active,199,experiment_prompt,0
u_002490,2025-10-14,active,199,bank_card,0
u_002495,2026-06-22,active,199,experiment_prompt,0
u_002496,2026-07-16,active,199,bank_card,1
u_002499,2026-06-30,active,199,experiment_prompt,0
u_002502,2026-04-28,active,199,bank_card,1
u_002507,2026-06-08,active,199,marketplace,0
u_002511,2026-05-17,active,199,partner,0
u_002517,2025-09-04,active,199,marketplace,0
u_002518,2026-05-30,active,199,bank_card,0
u_002522,2026-01-31,active,199,marketplace,0
u_002523,2026-04-30,cancelled,199,bank_card,1
u_002533,2026-03-01,active,199,bank_card,0
u_002534,2026-06-26,active,199,bank_card,0
u_002539,2026-04-10,active,199,marketplace,0
u_002551,2026-02-16,active,199,marketplace,0
u_002559,2026-07-30,cancelled,199,experiment_prompt,1
u_002562,2026-05-17,active,199,bank_card,0
u_002563,2026-03-02,active,199,marketplace,0
u_002564,2026-05-23,active,199,marketplace,0
u_002567,2025-08-14,active,199,marketplace,1
u_002571,2026-03-22,active,199,marketplace,0
u_002583,2026-06-23,active,199,promo,0
u_002591,2026-02-26,active,199,promo,0
u_002594,2026-06-27,active,199,marketplace,0
u_002599,2026-05-26,active,199,marketplace,0
u_002605,2026-05-06,active,199,marketplace,0
u_002607,2026-07-01,active,199,experiment_prompt,0
u_002611,2026-05-31,active,199,bank_card,0
u_002614,2026-05-07,active,199,marketplace,1
u_002616,2026-07-24,active,199,marketplace,0
u_002629,2026-05-30,active,199,bank_card,0
u_002630,2026-06-25,active,199,experiment_prompt,0
u_002636,2026-03-23,active,199,experiment_prompt,0
u_002638,2026-05-29,active,199,experiment_prompt,0
u_002641,2026-06-21,active,199,bank_card,0
u_002643,2026-05-13,active,199,marketplace,1
u_002649,2026-01-02,active,199,promo,0
u_002658,2026-05-27,active,199,marketplace,0
u_002660,2026-05-10,active,199,promo,0
u_002661,2026-03-08,active,199,promo,0
u_002666,2026-07-28,active,199,partner,1
u_002676,2025-07-10,active,199,bank_card,1
u_002677,2025-11-02,active,199,bank_card,0
u_002678,2026-06-04,active,199,bank_card,1
u_002681,2025-11-21,active,199,marketplace,1
u_002686,2026-04-07,active,199,marketplace,0
u_002689,2026-06-12,active,199,experiment_prompt,0
u_002691,2026-06-11,active,199,marketplace,0
u_002694,2026-05-25,active,199,marketplace,0
u_002697,2025-12-16,active,199,marketplace,0
u_002701,2026-03-15,active,199,marketplace,0
u_002703,2026-05-02,active,199,marketplace,0
u_002720,2026-07-15,active,199,experiment_prompt,1
u_002730,2025-12-24,active,199,bank_card,0
u_002744,2026-02-19,active,199,promo,0
u_002760,2026-05-08,cancelled,199,partner,0
u_002761,2025-10-04,active,199,marketplace,0
u_002780,2026-07-23,active,199,marketplace,1
u_002783,2026-06-08,active,199,promo,0
u_002784,2026-02-14,active,199,experiment_prompt,0
u_002786,2026-05-04,active,199,marketplace,0
u_002789,2026-03-22,active,199,marketplace,0
u_002794,2026-02-01,active,199,marketplace,1
u_002803,2025-10-25,active,199,promo,0
u_002806,2026-06-28,active,199,marketplace,1
u_002809,2026-05-21,active,199,partner,1
u_002812,2026-06-06,active,199,partner,1
u_002814,2026-07-07,active,199,bank_card,0
u_002820,2025-05-02,active,199,marketplace,1
u_002828,2026-03-31,active,199,marketplace,0
u_002848,2025-12-17,active,199,marketplace,0
u_002850,2026-07-24,active,199,experiment_prompt,1
u_002851,2026-06-09,active,199,marketplace,1
u_002853,2026-06-30,cancelled,199,experiment_prompt,0
u_002854,2026-05-12,active,199,marketplace,0
u_002863,2026-05-29,active,199,marketplace,0
u_002874,2026-02-22,active,199,marketplace,0
u_002876,2025-10-13,active,199,experiment_prompt,0
u_002883,2026-03-26,active,199,promo,0
u_002884,2026-06-25,active,199,marketplace,0
u_002891,2025-11-27,cancelled,199,partner,0
u_002892,2026-06-11,active,199,marketplace,0
u_002912,2026-01-27,active,199,promo,0
u_002915,2026-06-30,active,199,experiment_prompt,0
u_002918,2026-02-12,active,199,bank_card,0
u_002921,2026-06-09,active,199,marketplace,0
u_002922,2026-04-20,active,199,marketplace,0
u_002926,2026-07-30,active,199,marketplace,1
u_002929,2025-11-11,active,199,experiment_prompt,1
u_002932,2025-12-31,cancelled,199,bank_card,0
u_002939,2026-05-09,active,199,marketplace,0
u_002943,2026-05-15,active,199,marketplace,1
u_002948,2026-07-27,active,199,promo,1
u_002951,2026-06-17,active,199,experiment_prompt,0
u_002954,2026-02-13,active,199,marketplace,0
u_002960,2026-06-16,active,199,bank_card,1
u_002964,2026-06-17,active,199,promo,0
u_002966,2025-11-03,active,199,marketplace,0
u_002975,2026-05-01,active,199,marketplace,0
u_002984,2025-02-09,active,199,experiment_prompt,0
u_002989,2026-05-19,active,199,marketplace,0
u_002990,2026-06-05,active,199,marketplace,1
u_002991,2026-07-20,active,199,marketplace,1
u_002993,2026-04-26,active,199,marketplace,0
u_002998,2026-05-06,active,199,bank_card,0
u_003017,2026-05-05,active,199,bank_card,1
u_003028,2026-06-22,active,199,marketplace,1
u_003029,2026-04-17,active,199,marketplace,1
u_003033,2026-06-14,active,199,bank_card,0
u_003038,2026-06-30,active,199,bank_card,0
u_003064,2026-06-28,active,199,marketplace,0
u_003067,2026-05-23,active,199,bank_card,0
u_003072,2025-07-18,active,199,promo,1
u_003074,2026-03-08,active,199,marketplace,1
u_003075,2025-09-24,active,199,marketplace,0
u_003090,2025-10-27,cancelled,199,marketplace,0
u_003093,2025-07-19,cancelled,199,marketplace,0
u_003094,2026-06-20,active,199,marketplace,1
u_003104,2026-01-04,active,199,marketplace,0
u_003105,2025-01-10,active,199,promo,1
u_003114,2026-07-23,active,199,marketplace,1
u_003115,2026-04-16,active,199,experiment_prompt,1
u_003119,2026-02-10,active,199,marketplace,1
u_003121,2026-04-13,active,199,marketplace,1
u_003124,2026-05-29,cancelled,199,marketplace,0
u_003129,2026-03-11,active,199,marketplace,1
u_003134,2026-05-07,active,199,partner,0
u_003135,2026-05-13,active,199,experiment_prompt,0
u_003137,2026-06-02,active,199,marketplace,0
u_003145,2026-04-25,active,199,promo,0
u_003149,2025-11-26,active,199,experiment_prompt,0
u_003162,2025-12-18,active,199,bank_card,0
u_003166,2026-06-08,active,199,marketplace,0
u_003168,2026-04-13,active,199,experiment_prompt,0
