order_id,user_id,session_id,click_id,order_date,product_id,category,gmv_rub,discount_rub,delivery_fee_rub,payment_type,is_returned,return_date,gross_margin_rub
ord_000000016,u_000109,ss_00000381,clk_0000000219,2026-07-20,p_02495,Books,373,0,241,bank_card,0,,84.63
ord_000000017,u_000109,ss_00000384,clk_0000000220,2026-07-06,p_03106,Beauty,351,7,212,bank_card,0,,99.44
ord_000000018,u_000120,ss_00000422,clk_0000000240,2026-07-28,p_02799,Home,1376,72,125,bank_card,0,,235.85
ord_000000019,u_000121,ss_00000424,clk_0000000244,2026-07-12,p_02941,Home,635,20,221,bank_card,0,,91.57
ord_000000020,u_000126,ss_00000441,clk_0000000251,2026-07-18,p_03784,FMCG,376,0,0,installment,0,,82.68
ord_000000021,u_000129,ss_00000450,clk_0000000258,2026-07-02,p_04141,Pet,961,30,0,bank_card,0,,273.4
ord_000000022,u_000132,ss_00000457,clk_0000000266,2026-07-06,p_02630,Home,1882,99,199,ozon_card,1,2026-07-31,-56.46
ord_000000023,u_000139,ss_00000480,clk_0000000273,2026-07-24,p_01055,Home,1583,0,164,ozon_card,0,,309.0
ord_000000024,u_000145,ss_00000494,clk_0000000280,2026-07-27,p_01341,Kids,662,74,0,bank_card,0,,164.51
ord_000000025,u_000149,ss_00000513,clk_0000000290,2026-07-07,p_00032,Home,1410,0,187,bank_card,0,,277.91
ord_000000026,u_000151,ss_00000517,clk_0000000292,2026-07-22,p_04350,Home,3275,0,0,cash_on_delivery,0,,855.43
ord_000000027,u_000153,ss_00000525,clk_0000000300,2026-07-04,p_00667,Home,3338,0,0,bank_card,0,,601.84
ord_000000028,u_000167,ss_00000580,clk_0000000322,2026-07-03,p_00057,Fashion,883,0,0,ozon_card,0,,246.18
ord_000000029,u_000180,ss_00000632,clk_0000000345,2026-07-26,p_01302,FMCG,222,39,0,bank_card,0,,36.32
ord_000000030,u_000181,ss_00000634,clk_0000000346,2026-07-29,p_01944,Beauty,695,37,0,ozon_card,0,,161.17
ord_000000031,u_000181,ss_00000635,clk_0000000347,2026-07-21,p_01672,Beauty,568,77,0,cash_on_delivery,0,,141.43
ord_000000032,u_000186,ss_00000651,clk_0000000361,2026-07-23,p_02240,Beauty,2256,46,0,sberpay,0,,590.17
ord_000000033,u_000193,ss_00000680,clk_0000000382,2026-07-13,p_00067,Kids,594,0,157,ozon_card,0,,82.98
ord_000000034,u_000224,ss_00000784,clk_0000000428,2026-07-21,p_01636,Electronics,1524,0,280,bank_card,0,,136.86
ord_000000035,u_000226,ss_00000789,clk_0000000432,2026-07-24,p_01849,Pet,899,0,242,bank_card,0,,173.15
ord_000000036,u_000226,ss_00000792,clk_0000000435,2026-07-25,p_01643,Books,309,16,217,installment,0,,74.96
ord_000000037,u_000235,ss_00000819,clk_0000000451,2026-07-10,p_00379,Kids,3299,0,0,bank_card,0,,643.96
ord_000000038,u_000240,ss_00000835,clk_0000000457,2026-07-18,p_00574,Fashion,2319,72,341,ozon_card,0,,519.92
ord_000000039,u_000244,ss_00000843,clk_0000000461,2026-07-03,p_00236,Beauty,385,12,178,bank_card,0,,111.34
ord_000000040,u_000252,ss_00000880,clk_0000000491,2026-07-24,p_00204,Kids,2178,0,126,installment,0,,432.33
ord_000000041,u_000263,ss_00000908,clk_0000000501,2026-07-19,p_00698,Electronics,2406,267,173,bank_card,0,,176.12
ord_000000042,u_000264,ss_00000909,clk_0000000502,2026-07-19,p_00064,Electronics,7062,1246,0,ozon_card,0,,1036.7
ord_000000043,u_000276,ss_00000952,clk_0000000522,2026-07-09,p_02989,Auto,853,45,203,bank_card,0,,104.07
ord_000000044,u_000292,ss_00001013,clk_0000000556,2026-07-21,p_03039,Books,309,16,169,bank_card,0,,60.81
ord_000000045,u_000299,ss_00001028,clk_0000000566,2026-07-05,p_01272,Books,304,0,108,bank_card,0,,56.09
ord_000000046,u_000303,ss_00001037,clk_0000000570,2026-07-21,p_00409,Sports,999,0,82,installment,0,,166.73
ord_000000047,u_000310,ss_00001044,clk_0000000578,2026-07-24,p_01163,Books,296,0,218,bank_card,0,,37.92
ord_000000048,u_000322,ss_00001074,clk_0000000593,2026-07-29,p_03018,Sports,1236,218,162,ozon_card,0,,282.18
ord_000000049,u_000338,ss_00001119,clk_0000000618,2026-07-19,p_04070,Fashion,1481,164,0,installment,0,,463.85
ord_000000050,u_000342,ss_00001132,clk_0000000626,2026-07-17,p_00510,Auto,1794,0,202,cash_on_delivery,0,,344.63
ord_000000051,u_000347,ss_00001155,clk_0000000639,2026-07-05,p_02075,Beauty,1094,22,0,bank_card,0,,349.42
ord_000000052,u_000358,ss_00001198,clk_0000000659,2026-07-04,p_01695,Books,436,23,222,bank_card,0,,73.42
ord_000000053,u_000360,ss_00001201,clk_0000000660,2026-07-05,p_02507,Books,344,11,162,bank_card,0,,38.46
ord_000000054,u_000360,ss_00001203,clk_0000000661,2026-07-25,p_02834,FMCG,291,0,89,bank_card,0,,45.92
ord_000000055,u_000361,ss_00001208,clk_0000000663,2026-07-16,p_00332,Home,1342,41,141,bank_card,1,2026-07-30,-40.26
ord_000000056,u_000374,ss_00001259,clk_0000000686,2026-07-23,p_03401,Fashion,1693,52,216,sberpay,0,,249.72
ord_000000057,u_000376,ss_00001265,clk_0000000691,2026-07-24,p_01214,Beauty,1111,58,,bank_card,0,,284.3
ord_000000058,u_000377,ss_00001269,clk_0000000696,2026-07-10,p_03790,Home,1180,0,216,ozon_card,0,,122.96
ord_000000059,u_000380,ss_00001285,clk_0000000704,2026-07-04,p_00072,Electronics,3678,114,307,bank_card,0,,680.06
ord_000000060,u_000392,ss_00001315,clk_0000000718,2026-07-25,p_02049,Beauty,578,0,173,installment,0,,191.49
ord_000000061,u_000397,ss_00001336,clk_0000000730,2026-07-09,p_03397,FMCG,487,0,172,bank_card,0,,67.06
ord_000000062,u_000399,ss_00001345,clk_0000000735,2026-07-10,p_03438,Auto,1127,35,0,bank_card,0,,86.89
ord_000000063,u_000402,ss_00001355,clk_0000000743,2026-07-27,p_02527,Sports,848,45,66,bank_card,0,,179.1
ord_000000064,u_000414,ss_00001387,clk_0000000761,2026-07-14,p_02753,Electronics,2046,63,335,sberpay,1,2026-08-18,-61.38
ord_000000065,u_000415,ss_00001391,clk_0000000763,2026-07-14,p_02052,FMCG,297,0,114,sberpay,0,,38.16
ord_000000066,u_000425,ss_00001419,clk_0000000777,2026-07-04,p_00355,Beauty,393,12,146,bank_card,0,,120.65
ord_000000067,u_000428,ss_00001425,clk_0000000785,2026-07-06,p_01653,Auto,3191,355,125,bank_card,0,,698.19
ord_000000068,u_000442,ss_00001471,clk_0000000809,2026-07-16,p_00406,Sports,1394,0,65,ozon_card,0,,301.24
ord_000000069,u_000447,ss_00001491,clk_0000000821,2026-07-19,p_01553,Pet,674,0,0,bank_card,0,,87.08
ord_000000070,u_000451,ss_00001502,clk_0000000826,2026-07-02,p_04112,Electronics,4050,0,268,ozon_card,0,,640.71
ord_000000071,u_000467,ss_00001558,clk_0000000842,2026-07-20,p_04453,Fashion,817,167,0,bank_card,1,2026-08-19,-24.51
ord_000000072,u_000472,ss_00001571,clk_0000000851,2026-07-08,p_03783,Sports,1077,190,126,ozon_card,0,,297.79
ord_000000073,u_000474,ss_00001577,clk_0000000853,2026-07-04,p_00854,Pet,406,0,213,sberpay,0,,67.88
ord_000000074,u_000476,ss_00001590,clk_0000000858,2026-07-14,p_00575,Fashion,2799,382,96,bank_card,0,,431.61
ord_000000075,u_000480,ss_00001605,clk_0000000866,2026-07-23,p_04087,Beauty,1247,66,102,ozon_card,0,,258.88
ord_000000076,u_000490,ss_00001635,clk_0000000892,2026-07-03,p_01456,Auto,1376,153,0,ozon_card,0,,231.86
ord_000000077,u_000500,ss_00001667,clk_0000000909,2026-07-27,p_02805,Kids,1588,84,0,bank_card,0,,317.44
ord_000000078,u_000500,ss_00001668,clk_0000000910,2026-07-06,p_03589,Sports,505,0,0,cash_on_delivery,0,,109.03
ord_000000079,u_000503,ss_00001675,clk_0000000916,2026-07-08,p_03748,Kids,1011,0,85,bank_card,0,,144.98
ord_000000080,u_000514,ss_00001725,clk_0000000961,2026-07-15,p_02219,Kids,414,13,171,sberpay,0,,104.45
ord_000000081,u_000516,ss_00001737,clk_0000000967,2026-07-15,p_03581,Home,1155,36,326,ozon_card,0,,193.46
ord_000000082,u_000530,ss_00001779,clk_0000001001,2026-07-16,p_02523,Home,941,0,,bank_card,0,,183.97
ord_000000083,u_000543,ss_00001829,clk_0000001029,2026-07-15,p_03899,Books,545,29,213,bank_card,0,,93.14
ord_000000084,u_000551,ss_00001845,clk_0000001045,2026-07-12,p_02478,Electronics,4056,0,0,ozon_card,0,,762.12
ord_000000085,u_000552,ss_00001848,clk_0000001047,2026-07-04,p_01127,Auto,1988,61,204,bank_card,0,,392.03
ord_000000086,u_000554,ss_00001857,clk_0000001053,2026-07-20,p_03447,Home,3333,175,235,bank_card,0,,1045.23
ord_000000087,u_000558,ss_00001873,clk_0000001065,2026-07-23,p_00747,Sports,741,0,121,cash_on_delivery,0,,70.99
ord_000000088,u_000559,ss_00001876,clk_0000001066,2026-07-03,p_02757,Electronics,5389,0,0,bank_card,0,,921.52
ord_000000089,u_000564,ss_00001886,clk_0000001071,2026-07-14,p_02222,Fashion,2181,115,197,ozon_card,0,,536.09
ord_000000090,u_000573,ss_00001907,clk_0000001084,2026-07-28,p_00306,Home,866,27,161,sberpay,0,,138.82
ord_000000091,u_000574,ss_00001913,clk_0000001089,2026-07-23,p_00675,Electronics,3007,93,0,bank_card,0,,476.01
ord_000000092,u_000578,ss_00001928,clk_0000001094,2026-07-21,p_03155,Fashion,3057,340,0,bank_card,0,,697.91
ord_000000093,u_000584,ss_00001955,clk_0000001110,2026-07-06,p_04034,FMCG,1510,0,182,installment,0,,148.74
ord_000000094,u_000585,ss_00001961,clk_0000001112,2026-07-24,p_02295,Electronics,4516,238,0,bank_card,0,,180.64
ord_000000095,u_000594,ss_00001984,clk_0000001127,2026-07-03,p_03538,Home,408,21,242,bank_card,0,,73.03
ord_000000096,u_000600,ss_00002006,clk_0000001134,2026-07-21,p_01234,Pet,2836,315,302,ozon_card,0,,526.65
ord_000000097,u_000607,ss_00002031,clk_0000001147,2026-07-21,p_01211,Beauty,1278,0,108,installment,0,,285.51
ord_000000098,u_000608,ss_00002032,clk_0000001148,2026-07-16,p_00764,Fashion,2126,160,63,sberpay,1,2026-07-27,-63.78
ord_000000099,u_000622,ss_00002080,clk_0000001164,2026-07-02,p_03005,Beauty,1711,0,275,installment,0,,563.26
ord_000000100,u_000625,ss_00002091,clk_0000001172,2026-07-09,p_00785,Electronics,4440,234,0,ozon_card,0,,496.39
ord_000000101,u_000629,ss_00002102,clk_0000001181,2026-07-05,p_02174,Fashion,1195,90,337,sberpay,0,,242.59
ord_000000102,u_000630,ss_00002107,clk_0000001186,2026-07-26,p_01427,Auto,1828,96,202,bank_card,0,,455.35
ord_000000103,u_000640,ss_00002135,clk_0000001202,2026-07-10,p_00091,FMCG,204,0,132,sberpay,0,,22.66
ord_000000104,u_000640,ss_00002136,clk_0000001203,2026-07-29,p_00927,Home,2049,0,394,installment,0,,456.52
ord_000000105,u_000650,ss_00002164,clk_0000001210,2026-07-17,p_01773,Pet,413,0,226,bank_card,0,,93.87
ord_000000106,u_000678,ss_00002283,clk_0000001259,2026-07-18,p_02011,Home,1882,0,108,ozon_card,0,,384.87
ord_000000107,u_000679,ss_00002285,clk_0000001261,2026-07-14,p_02404,FMCG,601,0,272,bank_card,0,,91.05
ord_000000108,u_000705,ss_00002368,clk_0000001304,2026-07-11,p_03581,Home,1155,36,115,sberpay,0,,193.46
ord_000000109,u_000710,ss_00002381,clk_0000001312,2026-07-02,p_02110,Home,1669,0,214,bank_card,0,,367.35
ord_000000110,u_000724,ss_00002419,clk_0000001335,2026-07-28,p_02228,Books,451,24,121,bank_card,0,,49.07
ord_000000111,u_000725,ss_00002429,clk_0000001341,2026-07-16,p_00962,Auto,2432,0,204,bank_card,0,,809.61
ord_000000112,u_000727,ss_00002436,clk_0000001346,2026-07-29,p_03412,Beauty,4101,216,0,ozon_card,0,,1106.86
ord_000000113,u_000734,ss_00002455,clk_0000001359,2026-07-14,p_00243,Beauty,588,12,,bank_card,0,,144.53
ord_000000114,u_000737,ss_00002459,clk_0000001362,2026-07-28,p_03653,Fashion,683,36,243,sberpay,0,,140.56
ord_000000115,u_000739,ss_00002470,clk_0000001370,2026-07-13,p_04194,Electronics,4293,0,167,bank_card,0,,434.88
ord_000000116,u_000742,ss_00002492,clk_0000001393,2026-07-17,p_01717,FMCG,693,122,167,sberpay,0,,88.08
ord_000000117,u_000757,ss_00002539,clk_0000001415,2026-07-22,p_03223,Kids,2476,0,139,ozon_card,0,,607.86
ord_000000118,u_000767,ss_00002559,clk_0000001433,2026-07-06,p_03399,Beauty,592,31,83,installment,0,,169.25
ord_000000119,u_000767,ss_00002561,clk_0000001435,2026-07-20,p_01877,Beauty,574,0,0,bank_card,0,,154.41
ord_000000120,u_000776,ss_00002597,clk_0000001458,2026-07-09,p_02251,Fashion,1138,60,188,bank_card,0,,221.34
ord_000000121,u_000778,ss_00002602,clk_0000001461,2026-07-13,p_01641,Electronics,11908,2102,0,sberpay,0,,1433.72
ord_000000122,u_000799,ss_00002674,clk_0000001495,2026-07-08,p_00194,Beauty,783,41,229,bank_card,0,,221.12
ord_000000123,u_000811,ss_00002710,clk_0000001512,2026-07-03,p_00700,Beauty,605,12,0,bank_card,0,,157.24
ord_000000124,u_000815,ss_00002724,clk_0000001522,2026-07-22,p_02192,Fashion,998,31,0,sberpay,0,,347.5
ord_000000125,u_000819,ss_00002743,clk_0000001530,2026-07-11,p_01120,FMCG,647,0,238,sberpay,0,,88.64
ord_000000126,u_000830,ss_00002773,clk_0000001554,2026-07-07,p_03152,Home,3126,165,0,installment,0,,624.26
ord_000000127,u_000836,ss_00002793,clk_0000001561,2026-07-26,p_04322,Pet,1508,0,0,cash_on_delivery,0,,132.4
ord_000000128,u_000837,ss_00002794,clk_0000001562,2026-07-15,p_01451,Beauty,225,12,288,sberpay,0,,55.82
ord_000000129,u_000838,ss_00002806,clk_0000001567,2026-07-15,p_01066,Pet,623,19,145,bank_card,0,,125.1
ord_000000130,u_000840,ss_00002816,clk_0000001578,2026-07-21,p_03471,FMCG,256,28,232,bank_card,0,,46.77
ord_000000131,u_000845,ss_00002834,clk_0000001587,2026-07-20,p_04178,Fashion,1959,147,166,bank_card,0,,412.37
ord_000000132,u_000857,ss_00002879,clk_0000001608,2026-07-28,p_01140,Fashion,1509,0,0,bank_card,0,,379.06
ord_000000133,u_000863,ss_00002898,clk_0000001616,2026-07-02,p_04163,Fashion,1011,0,205,bank_card,0,,198.76
ord_000000134,u_000885,ss_00002961,clk_0000001649,2026-07-29,p_04322,Pet,1433,75,,sberpay,0,,125.82
ord_000000135,u_000886,ss_00002967,clk_0000001656,2026-07-16,p_00462,Beauty,569,63,200,ozon_card,0,,142.99
ord_000000136,u_000901,ss_00003002,clk_0000001679,2026-07-12,p_00268,Electronics,753,23,67,ozon_card,0,,39.91
ord_000000137,u_000907,ss_00003018,clk_0000001687,2026-07-17,p_03273,FMCG,331,0,220,cash_on_delivery,0,,45.21
ord_000000138,u_000908,ss_00003021,clk_0000001688,2026-07-14,p_00615,Home,3297,0,0,installment,0,,807.11
ord_000000139,u_000932,ss_00003104,clk_0000001728,2026-07-22,p_03013,Fashion,990,110,145,installment,0,,243.04
ord_000000140,u_000934,ss_00003108,clk_0000001730,2026-07-16,p_02637,Sports,3059,340,0,ozon_card,0,,736.3
ord_000000141,u_000938,ss_00003115,clk_0000001733,2026-07-08,p_00019,FMCG,189,0,0,installment,0,,27.25
ord_000000142,u_000947,ss_00003140,clk_0000001742,2026-07-10,p_01403,Home,1540,0,300,bank_card,0,,334.49
ord_000000143,u_000954,ss_00003157,clk_0000001753,2026-07-04,p_02835,Beauty,623,13,0,installment,0,,220.23
ord_000000144,u_000973,ss_00003216,clk_0000001785,2026-07-08,p_00646,Auto,2637,465,61,bank_card,0,,569.06
ord_000000145,u_000996,ss_00003273,clk_0000001804,2026-07-01,p_04145,Pet,228,0,198,ozon_card,0,,58.14
ord_000000146,u_000998,ss_00003284,clk_0000001811,2026-07-21,p_03747,FMCG,521,27,0,bank_card,0,,32.46
ord_000000147,u_001006,ss_00003308,clk_0000001825,2026-07-29,p_04315,FMCG,490,26,0,sberpay,0,,52.92
ord_000000148,u_001012,ss_00003325,clk_0000001829,2026-07-12,p_03891,Sports,1002,31,,sberpay,0,,246.39
ord_000000149,u_001014,ss_00003334,clk_0000001832,2026-07-23,p_01544,Sports,917,102,124,ozon_card,1,2026-08-19,-27.51
ord_000000150,u_001019,ss_00003355,clk_0000001848,2026-07-12,p_01566,Home,1506,0,255,ozon_card,0,,184.94
ord_000000151,u_001020,ss_00003359,clk_0000001852,2026-07-20,p_02606,Electronics,4419,0,139,installment,0,,388.43
ord_000000152,u_001022,ss_00003365,clk_0000001855,2026-07-01,p_02494,Electronics,5778,179,75,bank_card,0,,802.56
ord_000000153,u_001029,ss_00003380,clk_0000001870,2026-07-02,p_01407,Home,3189,0,0,cash_on_delivery,0,,530.33
ord_000000154,u_001037,ss_00003401,clk_0000001883,2026-07-24,p_01425,Home,1831,204,0,ozon_card,0,,428.45
ord_000000155,u_001042,ss_00003416,clk_0000001892,2026-07-29,p_02035,Kids,701,0,205,sberpay,0,,195.09
ord_000000156,u_001045,ss_00003424,clk_0000001896,2026-07-21,p_03784,FMCG,376,0,196,cash_on_delivery,0,,82.68
ord_000000157,u_001046,ss_00003430,clk_0000001902,2026-07-10,p_02592,Beauty,1677,0,300,installment,0,,464.03
ord_000000158,u_001050,ss_00003437,clk_0000001906,2026-07-25,p_03100,Beauty,553,17,124,bank_card,0,,186.36
ord_000000159,u_001055,ss_00003452,clk_0000001916,2026-07-06,p_01032,Electronics,1532,0,0,ozon_card,0,,278.52
ord_000000160,u_001055,ss_00003454,clk_0000001921,2026-07-16,p_01946,Sports,2390,0,0,sberpay,0,,559.5
ord_000000161,u_001058,ss_00003460,clk_0000001925,2026-07-07,p_03689,Beauty,2203,0,0,ozon_card,0,,630.94
ord_000000162,u_001058,ss_00003461,clk_0000001926,2026-07-07,p_04271,Home,1469,0,275,ozon_card,0,,268.97
ord_000000163,u_001062,ss_00003472,clk_0000001929,2026-07-11,p_01292,Fashion,1620,33,,ozon_card,0,,342.63
ord_000000164,u_001069,ss_00003496,clk_0000001941,2026-07-11,p_00863,Fashion,1413,106,284,bank_card,0,,360.46
ord_000000165,u_001089,ss_00003554,clk_0000001966,2026-07-03,p_01073,FMCG,542,0,353,bank_card,0,,67.15
ord_000000166,u_001093,ss_00003569,clk_0000001976,2026-07-23,p_02991,Fashion,853,17,160,ozon_card,0,,183.91
ord_000000167,u_001100,ss_00003596,clk_0000001987,2026-07-10,p_03434,Books,276,0,274,bank_card,0,,64.42
ord_000000168,u_001125,ss_00003689,clk_0000002027,2026-07-04,p_01713,FMCG,264,29,161,installment,0,,54.65
ord_000000169,u_001128,ss_00003700,clk_0000002032,2026-07-11,p_03106,Beauty,340,18,151,ozon_card,0,,96.32
ord_000000170,u_001135,ss_00003722,clk_0000002049,2026-07-15,p_03977,Electronics,5972,0,0,bank_card,0,,764.42
ord_000000171,u_001140,ss_00003740,clk_0000002056,2026-07-04,p_03941,Electronics,3587,0,0,cash_on_delivery,0,,304.54
ord_000000172,u_001147,ss_00003766,clk_0000002073,2026-07-19,p_01693,Kids,1502,79,0,bank_card,0,,418.16
ord_000000173,u_001150,ss_00003781,clk_0000002085,2026-07-22,p_00651,Pet,437,48,0,ozon_card,0,,117.16
ord_000000174,u_001156,ss_00003800,clk_0000002097,2026-07-16,p_03918,Books,439,77,282,bank_card,0,,75.86
ord_000000175,u_001169,ss_00003842,clk_0000002123,2026-07-06,p_03795,Auto,2576,0,206,cash_on_delivery,0,,431.74
ord_000000176,u_001173,ss_00003852,clk_0000002137,2026-07-13,p_02739,Books,134,7,345,ozon_card,0,,18.88
ord_000000177,u_001177,ss_00003865,clk_0000002146,2026-07-11,p_01139,Sports,1130,59,297,sberpay,0,,217.64
ord_000000178,u_001181,ss_00003872,clk_0000002149,2026-07-15,p_01583,Beauty,220,4,199,bank_card,0,,62.02
ord_000000179,u_001184,ss_00003883,clk_0000002154,2026-07-29,p_00126,Electronics,4690,0,125,bank_card,0,,303.44
ord_000000180,u_001184,ss_00003885,clk_0000002157,2026-07-30,p_03618,Sports,658,20,10,bank_card,0,,131.07
ord_000000181,u_001187,ss_00003891,clk_0000002160,2026-07-23,p_00154,Books,400,0,170,bank_card,0,,106.6
ord_000000182,u_001212,ss_00003993,clk_0000002217,2026-07-09,p_03654,Fashion,2132,161,0,installment,1,2026-07-23,-63.96
ord_000000183,u_001214,ss_00004008,clk_0000002224,2026-07-16,p_01397,Beauty,2064,423,279,bank_card,0,,586.59
ord_000000184,u_001226,ss_00004043,clk_0000002241,2026-07-25,p_02633,Kids,826,92,157,bank_card,1,2026-08-18,-24.78
ord_000000185,u_001228,ss_00004051,clk_0000002244,2026-07-04,p_02375,Home,2772,86,151,bank_card,0,,493.69
ord_000000186,u_001236,ss_00004076,clk_0000002257,2026-07-08,p_01094,Home,2849,0,182,ozon_card,0,,556.69
ord_000000187,u_001237,ss_00004077,clk_0000002258,2026-07-30,p_00937,Fashion,2529,0,384,bank_card,0,,435.75
ord_000000188,u_001239,ss_00004087,clk_0000002263,2026-07-23,p_01743,Electronics,3794,0,252,installment,0,,393.82
ord_000000189,u_001244,ss_00004109,clk_0000002278,2026-07-15,p_00993,Sports,1351,71,126,ozon_card,0,,391.93
ord_000000190,u_001252,ss_00004135,clk_0000002289,2026-07-02,p_00568,Home,599,66,286,bank_card,0,,64.03
ord_000000191,u_001256,ss_00004148,clk_0000002292,2026-07-25,p_02748,Fashion,2564,0,34,bank_card,0,,717.15
ord_000000192,u_001262,ss_00004166,clk_0000002304,2026-07-02,p_03541,Books,317,0,241,sberpay,0,,41.56
ord_000000193,u_001270,ss_00004190,clk_0000002318,2026-07-26,p_01103,Sports,1695,0,190,ozon_card,0,,425.78
ord_000000194,u_001275,ss_00004211,clk_0000002330,2026-07-09,p_04386,Fashion,737,56,179,bank_card,0,,216.83
ord_000000195,u_001276,ss_00004213,clk_0000002331,2026-07-15,p_01560,Beauty,930,0,86,bank_card,0,,211.3
ord_000000196,u_001277,ss_00004219,clk_0000002337,2026-07-23,p_03463,Fashion,1145,60,253,installment,0,,231.4
ord_000000197,u_001284,ss_00004240,clk_0000002348,2026-07-09,p_01776,Beauty,368,8,238,bank_card,0,,93.18
ord_000000198,u_001305,ss_00004324,clk_0000002400,2026-07-17,p_00579,Fashion,897,18,168,installment,0,,255.73
ord_000000199,u_001312,ss_00004363,clk_0000002427,2026-07-26,p_02177,FMCG,364,11,204,bank_card,0,,33.2
ord_000000200,u_001321,ss_00004397,clk_0000002445,2026-07-02,p_04436,Fashion,1140,60,73,ozon_card,0,,282.04
ord_000000201,u_001324,ss_00004409,clk_0000002448,2026-07-15,p_03371,Books,366,0,255,bank_card,0,,78.4
ord_000000202,u_001326,ss_00004417,clk_0000002453,2026-07-08,p_02149,FMCG,168,9,9,ozon_card,0,,29.75
ord_000000203,u_001328,ss_00004427,clk_0000002459,2026-07-07,p_00282,Home,943,29,153,bank_card,0,,137.68
ord_000000204,u_001331,ss_00004437,clk_0000002463,2026-07-19,p_02267,Home,2417,0,285,sberpay,0,,349.98
ord_000000205,u_001340,ss_00004473,clk_0000002487,2026-07-23,p_00245,Kids,699,78,340,bank_card,0,,163.99
ord_000000206,u_001355,ss_00004524,clk_0000002517,2026-07-21,p_00498,Electronics,2576,0,,bank_card,0,,223.08
ord_000000207,u_001359,ss_00004537,clk_0000002523,2026-07-11,p_01369,Electronics,2640,0,125,bank_card,0,,475.2
ord_000000208,u_001361,ss_00004539,clk_0000002524,2026-07-16,p_04367,Beauty,814,61,187,sberpay,0,,256.33
ord_000000209,u_001363,ss_00004551,clk_0000002532,2026-07-26,p_01707,Beauty,398,21,,sberpay,0,,102.45
ord_000000210,u_001364,ss_00004553,clk_0000002533,2026-07-21,p_01314,Home,1498,46,75,sberpay,0,,208.37
ord_000000211,u_001369,ss_00004563,clk_0000002541,2026-07-07,p_03055,Fashion,2879,0,0,ozon_card,0,,671.09
ord_000000212,u_001370,ss_00004566,clk_0000002543,2026-07-15,p_03838,FMCG,532,28,144,ozon_card,0,,43.2
ord_000000213,u_001370,ss_00004566,clk_0000002544,2026-07-15,p_03539,Beauty,663,0,277,installment,0,,145.33
ord_000000214,u_001371,ss_00004567,clk_0000002545,2026-07-20,p_00187,Home,1956,0,152,bank_card,0,,253.69
ord_000000215,u_001383,ss_00004614,clk_0000002583,2026-07-07,p_01204,Books,496,0,112,bank_card,0,,118.69
ord_000000216,u_001390,ss_00004640,clk_0000002597,2026-07-09,p_03836,Home,4072,0,0,cash_on_delivery,0,,660.07
ord_000000217,u_001394,ss_00004656,clk_0000002602,2026-07-07,p_00410,FMCG,226,0,153,sberpay,0,,12.02
ord_000000218,u_001397,ss_00004667,clk_0000002607,2026-07-01,p_03090,Kids,1495,0,179,bank_card,0,,401.26
ord_000000219,u_001398,ss_00004668,clk_0000002608,2026-07-12,p_02905,Kids,864,0,299,bank_card,0,,204.34
ord_000000220,u_001407,ss_00004690,clk_0000002620,2026-07-30,p_00401,Books,365,19,31,bank_card,0,,61.94
ord_000000221,u_001425,ss_00004736,clk_0000002638,2026-07-25,p_02459,Fashion,3430,106,253,ozon_card,1,2026-08-30,-102.9
ord_000000222,u_001442,ss_00004802,clk_0000002686,2026-07-14,p_00079,Books,474,0,0,bank_card,0,,93.43
