seller_id,seller_type,seller_rating,is_crossborder,joined_date
s_0192,small,4.22,0,2021-06-23
s_0193,small,4.57,0,2020-07-10
s_0194,small,4.65,0,2024-06-30
s_0195,medium,4.96,0,2024-12-16
s_0196,small,4.38,0,2023-10-06
s_0197,medium,4.89,0,2022-09-16
s_0198,small,4.78,0,2025-12-26
s_0199,small,4.59,0,2023-12-10
s_0200,small,4.74,0,2024-05-24
s_0201,small,4.63,0,2023-06-15
s_0202,small,4.74,0,2024-01-10
s_0203,medium,4.93,0,2024-08-16
s_0204,medium,4.87,0,2021-12-04
s_0205,medium,4.45,0,2025-02-05
s_0206,large,4.87,0,2024-12-04
s_0207,small,4.67,0,2025-09-15
s_0208,medium,4.54,0,2023-11-25
s_0209,small,4.37,0,2025-04-01
s_0210,large,4.53,0,2025-03-31
s_0211,small,4.49,0,2024-11-23
s_0212,small,5.0,0,2024-10-17
s_0213,small,4.47,1,2021-12-11
s_0214,small,4.69,0,2021-12-10
s_0215,small,4.3,0,2022-11-22
s_0216,large,4.71,0,2020-09-18
s_0217,small,5.0,0,2020-06-24
s_0218,small,4.43,0,2023-08-16
s_0219,small,4.47,0,2024-10-08
s_0220,small,4.76,0,2022-01-28
s_0221,medium,4.69,0,2023-08-26
s_0222,small,4.51,0,2023-08-22
s_0223,medium,4.19,0,2021-06-10
s_0224,small,4.19,0,2025-02-15
s_0225,medium,4.67,0,2024-03-24
s_0226,small,4.44,0,2025-11-29
s_0227,small,4.96,0,2023-01-15
s_0228,small,4.33,0,2021-10-08
s_0229,small,4.24,0,2024-09-02
s_0230,small,4.54,0,2025-11-05
s_0231,small,4.61,0,2021-10-07
s_0232,medium,4.98,0,2024-03-22
s_0233,small,5.0,0,2025-06-19
s_0234,small,4.46,0,2025-02-19
s_0235,medium,4.36,0,2025-03-29
s_0236,small,4.51,0,2025-08-25
s_0237,small,4.77,0,2021-05-16
s_0238,small,4.68,0,2022-06-09
s_0239,medium,4.49,0,2023-03-08
s_0240,small,4.5,0,2025-12-14
s_0241,large,4.43,0,2022-03-23
s_0242,small,4.12,0,2023-07-25
s_0243,medium,4.57,0,2024-01-10
s_0244,small,4.76,0,2024-08-16
s_0245,small,4.1,0,2024-05-17
s_0246,small,4.07,1,2023-08-08
s_0247,small,4.54,1,2025-05-13
s_0248,medium,4.7,0,2025-07-09
s_0249,small,4.28,0,2025-02-10
s_0250,medium,4.82,0,2025-08-17
s_0251,medium,4.63,0,2025-07-23
s_0252,large,4.96,0,2024-03-28
s_0253,large,4.57,0,2020-08-29
s_0254,small,4.43,0,2024-05-10
s_0255,medium,5.0,0,2022-10-12
s_0256,small,4.49,0,2023-02-11
s_0257,small,4.81,1,2021-06-20
s_0258,small,4.82,0,2022-07-01
s_0259,small,4.22,0,2024-01-18
s_0260,small,4.93,0,2022-03-24
s_0261,large,4.69,1,2023-11-01
s_0262,small,4.56,0,2024-05-09
s_0263,small,4.54,0,2023-05-14
s_0264,small,4.2,0,2021-11-04
s_0265,small,4.3,0,2022-07-09
s_0266,small,4.8,0,2021-05-05
s_0267,small,4.84,1,2020-05-27
s_0268,medium,4.38,0,2025-01-26
s_0269,medium,4.57,0,2022-04-23
s_0270,small,4.62,1,2020-02-16
s_0271,large,4.6,1,2023-08-08
s_0272,small,4.95,0,2022-08-30
s_0273,small,4.53,0,2022-02-27
s_0274,medium,4.05,0,2026-01-04
s_0275,medium,4.91,0,2024-07-15
s_0276,medium,4.61,0,2022-07-07
s_0277,large,4.16,0,2020-08-16
s_0278,small,4.71,0,2020-02-15
s_0279,small,4.36,0,2024-03-25
s_0280,medium,4.08,0,2024-11-18
s_0281,medium,4.68,0,2021-05-26
s_0282,small,5.0,0,2024-11-06
s_0283,medium,4.4,1,2025-07-03
s_0284,small,5.0,0,2023-08-09
s_0285,medium,4.61,0,2025-08-24
s_0286,small,4.62,0,2020-08-25
s_0287,small,3.93,0,2021-05-02
s_0288,small,4.28,0,2022-06-02
s_0289,small,4.82,0,2023-05-24
s_0290,small,4.78,0,2021-10-05
s_0291,medium,4.36,0,2025-09-09
s_0292,small,4.63,1,2021-10-14
s_0293,medium,3.91,0,2023-06-11
s_0294,small,4.46,0,2025-05-08
s_0295,small,3.88,0,2025-10-16
s_0296,medium,4.42,0,2020-08-30
s_0297,small,4.85,1,2024-03-17
s_0298,small,4.21,0,2021-03-19
s_0299,small,4.81,0,2024-08-29
s_0300,medium,4.35,0,2025-02-09
s_0301,small,4.29,0,2020-02-25
s_0302,medium,4.54,0,2020-08-26
s_0303,small,4.41,0,2020-07-17
s_0304,small,5.0,0,2025-01-07
s_0305,large,4.3,0,2025-01-23
s_0306,small,4.35,0,2020-07-04
s_0307,small,4.35,1,2024-10-09
s_0308,large,4.11,0,2021-06-30
s_0309,small,4.43,0,2020-07-12
s_0310,small,4.7,0,2020-11-28
s_0311,large,4.37,0,2025-08-02
s_0312,small,4.35,0,2021-12-08
s_0313,small,4.07,0,2021-01-22
s_0314,medium,4.75,0,2023-11-14
s_0315,small,4.65,0,2025-04-09
s_0316,small,3.92,0,2022-12-26
s_0317,small,4.64,0,2023-10-17
s_0318,small,5.0,1,2021-08-21
s_0319,small,4.79,0,2021-06-15
s_0320,medium,4.53,0,2025-05-03
s_0321,large,4.43,0,2021-11-27
s_0322,small,4.36,0,2021-12-18
s_0323,small,4.74,1,2020-05-02
s_0324,large,4.11,0,2021-02-15
s_0325,small,5.0,0,2021-02-24
s_0326,small,4.8,0,2024-05-24
s_0327,small,4.51,0,2022-01-18
s_0328,small,4.5,0,2020-05-22
s_0329,small,4.46,0,2024-03-21
s_0330,medium,4.39,0,2024-04-14
s_0331,small,4.78,0,2020-07-27
s_0332,medium,4.43,0,2025-10-09
s_0333,small,4.02,0,2024-03-20
s_0334,medium,4.57,0,2023-08-09
s_0335,large,4.03,1,2022-02-01
s_0336,small,4.44,0,2024-10-05
s_0337,large,4.14,0,2024-03-02
s_0338,small,4.49,0,2024-09-27
s_0339,medium,4.77,1,2025-01-07
s_0340,medium,4.82,0,2022-10-14
s_0341,small,4.19,1,2025-12-25
s_0342,large,4.46,0,2025-08-15
s_0343,small,4.18,0,2020-08-20
s_0344,medium,4.54,0,2021-05-12
s_0345,medium,4.57,0,2023-02-27
s_0346,medium,4.39,0,2021-07-08
s_0347,small,4.43,0,2021-12-29
s_0348,small,4.54,0,2022-04-24
s_0349,medium,4.25,0,2024-07-11
s_0350,small,4.93,0,2022-06-18
s_0351,small,5.0,0,2024-12-16
s_0352,medium,4.65,0,2021-08-05
s_0353,large,4.85,0,2021-09-30
s_0354,small,4.64,0,2022-07-11
s_0355,small,4.61,0,2024-04-03
s_0356,small,4.93,0,2021-05-03
s_0357,medium,4.56,0,2020-12-18
s_0358,small,4.31,1,2025-05-09
s_0359,large,4.27,0,2021-11-13
s_0360,small,4.48,0,2020-04-02
s_0361,large,4.59,0,2023-12-15
s_0362,small,4.83,0,2020-05-05
s_0363,small,4.68,1,2022-04-06
s_0364,small,4.83,0,2021-02-11
s_0365,large,4.51,0,2021-01-13
s_0366,large,4.61,0,2020-05-28
s_0367,small,4.42,0,2023-03-02
s_0368,medium,4.04,0,2025-05-23
s_0369,small,4.52,1,2023-08-06
s_0370,medium,4.56,0,2020-03-11
s_0371,medium,4.55,0,2020-10-07
s_0372,small,4.66,0,2021-04-18
s_0373,medium,4.53,0,2022-05-18
s_0374,small,4.1,1,2020-04-30
s_0375,small,4.31,0,2025-01-15
s_0376,small,4.35,0,2022-04-26
s_0377,medium,4.31,0,2020-07-15
s_0378,medium,4.48,1,2020-06-27
s_0379,medium,4.59,0,2023-04-10
s_0380,medium,4.93,1,2020-05-23
s_0381,small,4.34,0,2022-10-25
s_0382,small,5.0,0,2020-03-07
s_0383,small,3.88,0,2020-01-01
s_0384,small,4.21,0,2024-10-26
s_0385,small,4.97,0,2023-01-01
s_0386,small,3.87,0,2024-09-19
s_0387,small,4.53,1,2020-05-11
s_0388,small,4.46,0,2023-09-01
s_0389,small,4.49,0,2022-05-10
s_0390,small,4.43,0,2024-10-21
s_0391,small,4.65,0,2025-11-17
s_0392,small,4.13,0,2025-09-08
s_0393,small,4.66,0,2020-09-02
s_0394,small,4.4,0,2021-04-24
s_0395,medium,4.53,0,2025-10-16
s_0396,small,4.8,0,2025-09-28
s_0397,small,4.47,1,2022-04-18
s_0398,large,4.9,0,2022-09-09
s_0399,small,4.34,0,2022-08-03
s_0400,small,4.42,1,2020-01-06
s_0401,small,4.58,0,2020-03-16
s_0402,small,4.73,0,2022-08-09
s_0403,medium,4.22,0,2025-02-25
s_0404,small,4.69,0,2025-03-06
s_0405,small,4.43,0,2020-03-29
s_0406,medium,4.32,0,2025-02-23
s_0407,medium,4.38,0,2024-10-27
s_0408,medium,4.84,0,2020-12-30
s_0409,large,4.93,1,2020-10-11
s_0410,small,4.77,0,2021-04-14
s_0411,medium,4.45,1,2021-07-28
s_0412,medium,4.37,0,2021-06-15
s_0413,small,4.75,0,2020-07-16
s_0414,small,4.27,0,2021-01-20
s_0415,small,4.29,0,2024-09-18
s_0416,small,4.83,0,2022-12-27
s_0417,small,4.83,0,2023-03-14
s_0418,medium,4.54,0,2025-11-14
s_0419,small,4.35,0,2024-05-07
s_0420,small,4.0,0,2024-08-08
s_0421,small,4.64,0,2023-07-10
s_0422,small,4.3,0,2021-09-15
s_0423,medium,4.43,0,2021-06-06
s_0424,medium,4.68,0,2022-01-04
s_0425,small,4.61,0,2022-11-21
s_0426,small,4.96,0,2024-11-26
s_0427,small,4.26,0,2023-12-31
s_0428,large,4.86,0,2020-10-10
s_0429,medium,4.91,0,2024-08-19
s_0430,large,4.12,0,2021-02-18
s_0431,large,4.82,0,2021-09-30
s_0432,medium,4.27,0,2022-02-22
s_0433,small,4.76,0,2024-07-04
s_0434,small,4.79,0,2021-01-21
s_0435,small,4.67,0,2022-02-09
s_0436,large,4.69,0,2025-10-10
s_0437,small,4.35,0,2025-12-25
s_0438,large,4.11,0,2026-01-04
s_0439,medium,4.37,0,2022-02-12
s_0440,small,4.28,0,2023-09-22
s_0441,small,4.73,0,2022-06-26
s_0442,small,4.49,0,2024-06-04
s_0443,large,4.5,0,2020-11-28
s_0444,medium,4.68,0,2025-06-30
s_0445,small,4.38,0,2024-06-30
s_0446,medium,4.58,0,2020-08-16
s_0447,large,4.83,0,2021-07-04
s_0448,medium,4.83,0,2021-05-02
s_0449,small,4.67,0,2021-01-27
s_0450,medium,4.77,0,2024-08-30
s_0451,small,4.65,0,2024-03-01
s_0452,small,4.39,0,2024-11-17
s_0453,medium,4.2,0,2023-09-30
s_0454,small,4.5,0,2025-10-31
s_0455,small,4.46,0,2021-08-07
s_0456,small,4.45,0,2021-07-16
s_0457,small,4.91,0,2024-08-03
s_0458,medium,4.92,1,2021-11-11
s_0459,small,4.7,1,2024-12-02
s_0460,small,4.3,0,2023-11-06
s_0461,large,4.76,0,2020-05-22
s_0462,small,4.48,1,2021-12-09
s_0463,small,4.6,0,2023-06-03
s_0464,small,4.43,0,2025-08-25
s_0465,medium,4.51,0,2020-02-13
s_0466,small,4.8,0,2024-06-18
s_0467,small,4.29,0,2023-12-20
s_0468,small,4.29,0,2023-02-16
s_0469,medium,4.34,0,2025-09-27
s_0470,large,5.0,0,2024-02-27
s_0471,small,4.18,0,2021-10-14
s_0472,small,5.0,0,2020-02-22
s_0473,medium,4.63,0,2023-05-24
s_0474,medium,4.02,0,2021-12-26
s_0475,large,4.89,1,2023-04-08
s_0476,small,4.54,1,2024-12-13
s_0477,small,4.78,0,2023-02-08
s_0478,medium,4.34,0,2022-01-30
s_0479,small,4.59,0,2025-08-01
s_0480,large,4.6,0,2021-08-28
s_0481,medium,4.73,1,2021-04-30
s_0482,small,4.36,0,2022-04-19
s_0483,small,4.55,0,2022-01-15
s_0484,medium,4.1,0,2023-06-04
s_0485,medium,4.54,0,2023-07-29
s_0486,small,4.83,0,2022-09-13
s_0487,small,4.21,0,2020-03-05
s_0488,small,4.46,0,2023-01-27
s_0489,large,4.35,0,2024-09-23
s_0490,large,4.85,0,2022-08-19
s_0491,medium,4.89,0,2023-11-13
s_0492,small,4.27,0,2022-11-08
s_0493,small,4.74,1,2020-01-26
s_0494,small,4.39,0,2023-05-10
s_0495,small,4.62,0,2021-10-17
s_0496,medium,4.59,0,2021-12-25
s_0497,small,4.86,0,2021-10-22
s_0498,medium,4.76,0,2020-09-29
s_0499,medium,4.48,0,2023-06-03
s_0500,small,4.8,0,2024-06-19
s_0501,small,4.48,0,2023-05-26
s_0502,medium,4.37,0,2020-02-05
s_0503,large,4.17,0,2023-10-25
s_0504,medium,4.65,1,2020-04-27
s_0505,small,4.62,0,2020-02-27
s_0506,small,4.55,0,2024-08-05
s_0507,medium,4.63,1,2025-09-20
s_0508,small,4.58,0,2024-08-01
s_0509,large,4.08,0,2020-05-16
s_0510,small,4.38,0,2025-05-30
s_0511,medium,4.77,1,2025-01-13
s_0512,large,4.56,0,2022-07-02
s_0513,small,4.3,0,2021-08-20
s_0514,medium,4.61,1,2024-02-15
s_0515,large,4.41,0,2021-11-26
s_0516,medium,4.55,0,2021-04-04
s_0517,small,4.66,0,2024-07-30
s_0518,small,4.18,0,2023-02-26
s_0519,small,4.62,0,2024-02-01
s_0520,small,4.75,0,2023-09-03
s_0521,small,4.62,0,2022-10-05
s_0522,small,5.0,0,2023-02-21
s_0523,small,4.29,1,2021-02-23
s_0524,medium,4.38,0,2023-09-27
s_0525,small,4.67,0,2021-09-13
s_0526,small,4.1,0,2020-03-02
s_0527,small,4.56,0,2020-01-14
s_0528,medium,4.26,0,2024-09-17
s_0529,small,5.0,0,2024-02-04
s_0530,small,4.92,0,2025-12-25
s_0531,small,4.27,0,2021-08-17
s_0532,small,4.48,1,2020-12-14
s_0533,small,4.66,0,2025-01-01
s_0534,small,4.45,0,2022-02-03
s_0535,small,4.4,0,2025-04-18
s_0536,small,4.34,0,2023-11-15
s_0537,medium,4.57,0,2020-02-25
s_0538,small,4.4,0,2025-04-06
s_0539,large,4.6,0,2024-04-07
s_0540,small,4.82,0,2021-12-14
s_0541,small,4.35,0,2023-01-26
s_0542,medium,4.91,0,2020-06-12
s_0543,small,3.81,0,2021-10-13
s_0544,medium,4.85,0,2024-04-15
s_0545,small,4.32,0,2024-04-09
s_0546,small,4.56,0,2024-09-16
s_0547,small,4.72,0,2020-11-22
s_0548,medium,4.29,0,2021-12-12
s_0549,small,4.97,0,2022-08-02
s_0550,small,4.71,0,2024-04-12
s_0551,large,4.35,0,2020-03-28
s_0552,small,4.6,0,2025-10-06
s_0553,small,4.45,0,2020-07-01
s_0554,small,4.47,0,2023-09-07
s_0555,small,4.55,0,2020-12-24
s_0556,small,4.93,1,2022-07-09
s_0557,medium,4.39,0,2025-04-12
s_0558,small,4.78,0,2025-09-30
s_0559,medium,4.79,0,2025-07-29
s_0560,small,4.24,1,2022-05-12
s_0561,small,4.89,0,2020-02-25
s_0562,medium,4.34,1,2025-02-03
s_0563,medium,4.62,0,2023-04-17
s_0564,small,4.79,0,2025-11-20
s_0565,small,4.75,1,2024-12-15
s_0566,large,4.46,0,2021-03-13
s_0567,small,4.19,0,2023-07-24
s_0568,small,4.76,0,2025-05-30
s_0569,medium,4.17,0,2021-10-03
s_0570,small,4.56,1,2025-12-29
s_0571,small,4.43,0,2021-03-15
s_0572,medium,4.34,0,2023-04-20
s_0573,medium,4.77,0,2020-04-07
s_0574,small,4.58,0,2025-08-04
s_0575,small,4.77,0,2022-08-30
s_0576,small,4.36,0,2023-04-13
s_0577,small,4.67,0,2021-08-06
s_0578,medium,4.44,0,2020-12-06
s_0579,small,4.62,1,2024-01-02
s_0580,small,4.58,0,2022-02-28
s_0581,small,4.69,0,2021-07-23
s_0582,medium,4.27,1,2023-08-19
s_0583,small,4.52,1,2024-11-03
s_0584,small,4.52,0,2021-07-30
s_0585,small,4.4,1,2023-08-28
s_0586,medium,4.69,0,2020-05-30
s_0587,medium,4.2,1,2025-03-05
s_0588,medium,4.62,0,2022-01-23
s_0589,medium,4.47,0,2020-02-29
s_0590,medium,4.25,0,2021-03-17
s_0591,small,4.61,1,2025-11-25
s_0592,small,4.33,0,2020-12-03
s_0593,small,4.56,0,2024-07-07
s_0594,small,5.0,0,2020-10-31
s_0595,large,4.39,0,2023-05-30
s_0596,small,5.0,0,2024-04-20
s_0597,medium,5.0,0,2025-02-11
s_0598,small,4.95,0,2021-06-14
s_0599,medium,4.71,0,2020-10-17
s_0600,small,4.09,0,2023-08-10
s_0601,medium,5.0,0,2022-09-14
s_0602,medium,4.49,0,2023-07-05
s_0603,large,4.6,0,2021-10-16
s_0604,medium,4.42,1,2020-09-08
s_0605,medium,4.83,0,2025-02-07
s_0606,small,4.56,0,2021-01-22
s_0607,small,4.57,1,2023-04-14
s_0608,medium,4.47,0,2022-04-16
s_0609,small,4.2,0,2022-07-02
s_0610,small,4.66,0,2022-02-17
s_0611,medium,4.39,0,2023-12-01
s_0612,small,4.84,0,2025-05-09
s_0613,large,5.0,0,2021-11-01
s_0614,small,4.48,0,2024-02-13
s_0615,small,4.7,0,2021-03-07
s_0616,medium,4.32,0,2020-02-08
s_0617,small,4.05,0,2025-12-21
s_0618,medium,4.94,0,2024-10-29
s_0619,medium,4.47,0,2020-01-12
s_0620,small,4.94,1,2021-12-09
s_0621,small,4.27,0,2020-06-30
s_0622,medium,4.66,1,2024-09-05
s_0623,small,4.58,0,2022-03-30
s_0624,small,4.12,0,2021-01-27
s_0625,small,4.44,0,2021-11-16
s_0626,small,4.61,0,2023-09-16
s_0627,small,4.94,0,2023-12-20
s_0628,small,4.49,0,2021-02-21
s_0629,large,4.22,0,2024-08-04
s_0630,large,3.9,0,2020-04-22
s_0631,small,4.35,0,2024-04-17
s_0632,large,4.71,0,2023-11-09
s_0633,small,4.43,1,2024-07-19
s_0634,small,4.38,0,2024-09-10
s_0635,small,4.36,0,2021-01-03
s_0636,small,4.47,0,2021-03-29
s_0637,medium,4.42,0,2020-07-07
s_0638,small,4.48,0,2022-11-22
s_0639,medium,4.54,0,2020-04-06
s_0640,large,4.28,1,2021-12-21
s_0641,small,4.76,0,2026-01-08
s_0642,medium,4.34,0,2020-06-15
s_0643,medium,4.66,0,2025-08-29
s_0644,medium,4.06,0,2020-06-03
s_0645,medium,4.65,1,2020-05-02
s_0646,medium,4.63,0,2020-04-03
s_0647,small,4.37,1,2021-10-10
s_0648,small,4.7,0,2024-07-04
s_0649,small,4.41,1,2024-12-31
s_0650,small,4.71,0,2024-09-03
s_0651,small,4.08,0,2020-05-20
s_0652,small,4.02,0,2025-12-03
s_0653,small,4.37,1,2020-08-20
s_0654,small,4.68,0,2022-05-29
s_0655,medium,4.14,0,2024-07-01
s_0656,small,4.63,0,2024-10-01
s_0657,small,4.58,1,2023-11-03
s_0658,small,4.69,0,2020-12-28
s_0659,medium,4.85,1,2025-01-08
s_0660,small,4.29,0,2024-05-25
s_0661,small,4.82,0,2024-11-27
s_0662,small,5.0,0,2020-05-22
s_0663,medium,5.0,0,2025-03-25
s_0664,small,3.99,0,2024-07-05
s_0665,small,4.83,0,2022-10-16
s_0666,medium,4.53,0,2021-04-08
s_0667,large,4.4,0,2022-06-07
s_0668,small,4.88,0,2022-08-19
s_0669,medium,4.41,1,2021-10-08
s_0670,large,3.97,0,2021-05-23
s_0671,medium,4.4,0,2021-11-09
s_0672,medium,4.78,1,2020-02-05
s_0673,small,4.99,0,2020-11-18
s_0674,small,4.82,0,2022-06-14
s_0675,medium,5.0,0,2022-07-14
s_0676,small,4.45,0,2024-05-31
s_0677,medium,4.7,0,2022-11-20
s_0678,small,4.7,0,2020-08-06
s_0679,medium,5.0,0,2025-08-02
s_0680,medium,4.28,0,2020-10-27
s_0681,medium,4.24,0,2024-09-25
s_0682,large,4.78,0,2026-01-04
s_0683,small,4.6,1,2023-03-03
s_0684,medium,4.53,0,2024-09-26
s_0685,small,4.7,0,2021-02-06
s_0686,medium,4.43,0,2024-11-08
s_0687,small,4.56,0,2025-11-08
