user_id,registration_date,region,device,age_group,traffic_source,is_premium,is_bot_candidate
u_000042,2025-09-27,Volga,ios,25-34,push,0,0
u_000043,2026-04-28,Moscow,android,25-34,affiliate,0,0
u_000044,2026-05-13,Siberia,android,35-44,direct,0,0
u_000045,2025-05-04,Saint Petersburg,android,25-34,paid_ads,0,0
u_000046,2025-11-14,Saint Petersburg,android,45-54,organic,0,0
u_000047,2025-07-29,Siberia,android,35-44,direct,1,0
u_000048,2026-05-15,Central Russia,ios,25-34,paid_ads,0,0
u_000049,2026-04-30,Central Russia,android,18-24,push,0,0
u_000050,2026-04-17,Moscow,android,45-54,direct,1,0
u_000051,2025-10-10,Central Russia,android,25-34,organic,0,0
u_000052,2025-06-12,Moscow,android,35-44,organic,0,0
u_000053,2026-05-30,Central Russia,android,45-54,organic,0,0
u_000054,2022-10-28,Moscow,ios,45-54,push,0,0
u_000055,2025-12-09,South,web,35-44,organic,1,0
u_000056,2025-05-25,Central Russia,android,25-34,push,0,0
u_000057,2026-05-24,Central Russia,ios,55+,paid_ads,0,0
u_000058,2026-05-28,Siberia,android,55+,affiliate,0,0
u_000059,2026-06-15,Saint Petersburg,android,45-54,email,0,0
u_000060,2025-10-05,South,ios,45-54,push,0,0
u_000061,2026-05-05,Moscow,android,25-34,push,1,0
u_000062,2024-01-25,Volga,android,25-34,direct,0,0
u_000063,2026-06-28,Ural,ios,35-44,email,0,0
u_000064,2025-03-21,Moscow,android,18-24,organic,0,0
u_000065,2026-04-26,Central Russia,android,25-34,organic,0,0
u_000066,2026-04-16,Saint Petersburg,android,35-44,organic,0,0
u_000067,2025-02-15,Moscow,ios,25-34,paid_ads,0,0
u_000068,2026-03-31,Volga,android,25-34,organic,0,0
u_000069,2026-06-23,Volga,web,35-44,push,0,0
u_000070,2026-06-07,Central Russia,ios,25-34,organic,0,0
u_000071,2026-01-07,Far East,ios,45-54,organic,0,0
u_000072,2026-01-03,Siberia,ios,35-44,push,0,0
u_000073,2026-01-17,Siberia,ios,25-34,email,0,0
u_000074,2026-01-09,Ural,ios,35-44,organic,0,0
u_000075,2025-10-21,Ural,android,55+,direct,0,0
u_000076,2026-04-09,Central Russia,android,25-34,affiliate,0,0
u_000077,2025-07-02,Saint Petersburg,ios,18-24,push,0,0
u_000078,2025-10-13,Volga,web,45-54,organic,0,0
u_000079,2026-02-06,Volga,android,55+,organic,0,0
u_000080,2025-11-29,South,android,18-24,direct,0,0
u_000081,2025-04-17,Saint Petersburg,android,25-34,organic,0,0
u_000082,2025-12-18,Moscow,android,18-24,organic,0,0
u_000083,2026-02-21,Ural,android,18-24,organic,0,0
u_000084,2025-09-18,Ural,ios,25-34,push,0,0
u_000085,2026-05-09,Moscow,android,35-44,push,0,0
u_000086,2023-09-08,Central Russia,android,25-34,direct,0,0
u_000087,2026-02-17,Saint Petersburg,android,18-24,paid_ads,1,0
u_000088,2026-06-06,Central Russia,ios,35-44,paid_ads,0,0
u_000089,2024-10-17,Saint Petersburg,ios,25-34,organic,0,0
u_000090,2025-08-19,Moscow,ios,18-24,organic,0,0
u_000091,2026-05-06,Central Russia,android,45-54,email,0,0
u_000092,2026-03-15,Far East,android,55+,direct,1,0
u_000093,2026-03-11,South,ios,35-44,direct,0,0
u_000094,2026-06-08,Saint Petersburg,android,25-34,organic,0,0
u_000095,2025-03-14,South,android,25-34,organic,0,0
u_000096,2025-10-03,Central Russia,ios,18-24,paid_ads,1,0
u_000097,2026-04-24,South,ios,25-34,push,0,0
u_000098,2026-06-21,Siberia,android,45-54,paid_ads,0,0
u_000099,2025-10-16,Ural,ios,25-34,paid_ads,0,0
u_000100,2025-11-07,Central Russia,web,18-24,paid_ads,1,0
u_000101,2025-07-09,Volga,android,25-34,organic,0,0
u_000102,2025-03-29,Moscow,android,45-54,direct,0,0
u_000103,2026-03-14,Moscow,android,35-44,affiliate,0,0
u_000104,2025-09-06,Saint Petersburg,android,55+,push,1,0
u_000105,2025-09-28,Central Russia,ios,45-54,paid_ads,1,0
u_000106,2026-04-20,Volga,android,45-54,organic,1,0
u_000107,2025-10-03,South,android,45-54,push,1,0
u_000108,2026-06-29,Central Russia,android,45-54,direct,0,0
u_000109,2026-04-04,Saint Petersburg,android,25-34,paid_ads,0,0
u_000110,2025-06-13,Siberia,ios,25-34,organic,0,0
u_000111,2026-06-28,Volga,ios,35-44,organic,0,0
u_000112,2026-02-18,Volga,web,18-24,push,0,0
u_000113,2023-11-13,Volga,android,25-34,direct,1,0
u_000114,2025-06-16,Volga,ios,25-34,organic,1,0
u_000115,2025-06-28,Volga,android,35-44,paid_ads,0,0
u_000116,2026-02-25,Central Russia,android,25-34,organic,1,0
u_000117,2024-12-23,Central Russia,android,45-54,organic,1,0
u_000118,2025-12-01,Moscow,android,25-34,organic,0,0
u_000119,2025-11-09,Central Russia,android,25-34,organic,0,0
u_000120,2025-01-06,Ural,android,25-34,organic,0,0
u_000121,2025-12-01,Ural,android,25-34,organic,1,0
u_000122,2026-01-16,Moscow,android,45-54,email,0,0
u_000123,2025-12-11,Volga,ios,45-54,push,0,0
u_000124,2026-03-27,Moscow,android,55+,organic,0,0
u_000125,2025-02-16,Saint Petersburg,web,25-34,organic,0,0
u_000126,2025-03-12,Volga,web,35-44,organic,1,0
u_000127,2025-06-05,Ural,ios,35-44,direct,0,0
u_000128,2026-05-14,Moscow,android,25-34,affiliate,0,0
u_000129,2026-05-11,Moscow,ios,45-54,push,1,0
u_000130,2026-07-01,Central Russia,android,45-54,direct,0,0
u_000131,2026-03-02,Volga,ios,35-44,organic,0,0
u_000132,2026-06-13,Central Russia,android,45-54,paid_ads,0,0
u_000133,2025-04-03,South,ios,45-54,push,0,0
u_000134,2026-03-03,Central Russia,android,18-24,paid_ads,0,0
u_000135,2026-01-26,Central Russia,ios,35-44,organic,0,0
u_000136,2026-03-11,Central Russia,android,45-54,paid_ads,0,0
u_000137,2026-05-04,Moscow,ios,35-44,paid_ads,0,0
u_000138,2025-10-29,Volga,android,25-34,organic,1,0
u_000139,2025-08-25,South,android,35-44,direct,0,0
u_000140,2025-04-17,Siberia,android,18-24,organic,0,0
u_000141,2025-11-29,Siberia,web,25-34,push,0,0
u_000142,2024-02-28,Far East,ios,25-34,organic,0,0
u_000143,2025-06-15,Siberia,android,35-44,organic,0,0
u_000144,2026-05-27,Siberia,ios,18-24,organic,0,0
u_000145,2025-06-15,Volga,ios,35-44,direct,1,0
u_000146,2025-09-19,Moscow,ios,45-54,organic,0,0
u_000147,2025-08-13,Central Russia,android,35-44,email,0,0
u_000148,2025-01-30,Volga,android,18-24,paid_ads,1,0
u_000149,2026-03-13,Moscow,android,25-34,paid_ads,1,0
u_000150,2026-01-02,Siberia,android,35-44,organic,0,0
u_000151,2025-10-17,Volga,web,55+,organic,0,0
u_000152,2025-07-14,Saint Petersburg,android,35-44,direct,1,0
u_000153,2025-04-11,South,android,25-34,organic,1,0
u_000154,2025-06-16,South,ios,35-44,organic,0,0
u_000155,2025-04-25,Moscow,android,55+,direct,0,0
u_000156,2026-02-07,Central Russia,android,18-24,email,0,0
u_000157,2026-03-21,South,android,55+,direct,0,0
u_000158,2025-03-06,Central Russia,ios,25-34,push,0,0
u_000159,2026-06-20,Moscow,web,18-24,organic,0,0
u_000160,2025-12-23,Moscow,web,18-24,organic,0,0
u_000161,2025-05-03,Central Russia,android,25-34,direct,0,0
u_000162,2025-07-27,Central Russia,ios,35-44,affiliate,1,0
u_000163,2026-05-07,Central Russia,android,35-44,direct,0,0
u_000164,2021-08-22,Central Russia,android,55+,email,0,0
u_000165,2026-06-01,Saint Petersburg,android,55+,organic,0,0
u_000166,2026-04-05,Moscow,android,45-54,organic,0,0
u_000167,2026-03-21,Volga,web,45-54,direct,1,0
u_000168,2026-04-11,Saint Petersburg,ios,35-44,push,0,0
u_000169,2026-06-20,Moscow,web,35-44,organic,0,0
u_000170,2025-10-28,Volga,android,45-54,organic,0,0
u_000171,2026-05-13,Saint Petersburg,web,55+,paid_ads,1,0
u_000172,2026-05-05,Siberia,android,45-54,affiliate,0,0
u_000173,2025-12-29,Far East,android,35-44,direct,0,0
u_000174,2026-05-15,Central Russia,android,45-54,push,0,0
u_000175,2026-02-26,Moscow,android,25-34,organic,0,0
u_000176,2026-02-05,Central Russia,ios,25-34,push,0,0
u_000177,2025-11-26,Siberia,android,35-44,paid_ads,0,0
u_000178,2026-06-18,Moscow,android,25-34,push,1,0
u_000179,2024-10-22,Central Russia,web,25-34,paid_ads,0,0
u_000180,2025-08-05,Moscow,android,35-44,direct,1,0
u_000181,2026-06-22,Saint Petersburg,android,35-44,push,1,0
u_000182,2025-12-21,Volga,web,45-54,push,0,0
u_000183,2025-06-28,Central Russia,android,25-34,organic,0,0
u_000184,2025-08-12,South,ios,18-24,affiliate,1,0
u_000185,2026-06-12,Volga,android,25-34,push,0,0
u_000186,2025-10-25,Moscow,ios,55+,push,1,0
u_000187,2024-11-12,Volga,android,25-34,organic,1,0
u_000188,2026-03-30,Moscow,android,45-54,paid_ads,0,0
u_000189,2025-06-11,Moscow,android,18-24,organic,0,0
u_000190,2025-06-10,Ural,android,25-34,direct,0,0
u_000191,2026-03-22,Central Russia,android,25-34,push,0,0
u_000192,2024-07-29,Far East,web,18-24,organic,0,0
u_000193,2024-06-06,Central Russia,android,25-34,push,0,0
u_000194,2025-04-19,Siberia,web,25-34,paid_ads,0,0
u_000195,2025-07-07,South,android,18-24,paid_ads,0,0
u_000196,2026-03-21,Moscow,android,25-34,direct,0,0
u_000197,2026-06-15,Central Russia,ios,25-34,affiliate,0,0
u_000198,2025-12-29,Siberia,ios,45-54,push,1,0
u_000199,2025-03-02,Far East,android,45-54,organic,0,0
u_000200,2025-12-23,Moscow,web,25-34,organic,1,0
u_000201,2025-04-25,Moscow,android,35-44,organic,1,0
u_000202,2026-05-20,Saint Petersburg,android,25-34,paid_ads,0,0
u_000203,2026-05-11,Central Russia,android,25-34,direct,0,0
u_000204,2026-01-22,Central Russia,android,18-24,direct,0,0
u_000205,2026-06-11,Central Russia,ios,55+,organic,0,0
u_000206,2026-05-28,Moscow,web,18-24,organic,0,0
u_000207,2025-08-18,Moscow,android,45-54,organic,0,0
u_000208,2025-05-28,Volga,android,25-34,paid_ads,0,0
u_000209,2026-05-25,Ural,android,18-24,affiliate,0,0
u_000210,2024-07-12,Volga,ios,25-34,organic,0,0
u_000211,2023-09-20,Far East,ios,18-24,push,0,0
u_000212,2025-11-27,Saint Petersburg,android,18-24,affiliate,1,0
u_000213,2025-03-09,Far East,android,25-34,email,0,0
u_000214,2025-08-12,Far East,ios,45-54,organic,0,0
u_000215,2025-11-07,Siberia,android,45-54,organic,0,0
u_000216,2025-10-12,Central Russia,android,25-34,organic,0,0
u_000217,2025-12-17,Saint Petersburg,android,25-34,email,1,0
u_000218,2026-05-28,Central Russia,ios,25-34,organic,0,0
u_000219,2026-02-21,Saint Petersburg,android,18-24,organic,0,0
u_000220,2026-02-15,Saint Petersburg,ios,45-54,organic,0,0
u_000221,2025-05-02,Ural,ios,25-34,organic,0,0
u_000222,2025-07-28,Ural,android,35-44,organic,0,0
u_000223,2025-07-09,South,android,25-34,paid_ads,1,0
u_000224,2026-03-03,Volga,android,18-24,organic,0,0
u_000225,2025-09-15,Volga,android,25-34,organic,0,0
u_000226,2026-04-08,Moscow,android,55+,direct,0,0
u_000227,2026-05-08,Saint Petersburg,android,18-24,push,0,0
u_000228,2026-03-04,South,ios,55+,organic,1,0
u_000229,2026-04-18,Ural,android,45-54,organic,0,0
u_000230,2025-12-13,Moscow,web,45-54,email,1,0
u_000231,2026-04-07,Central Russia,android,35-44,paid_ads,0,0
u_000232,2025-06-09,Central Russia,android,35-44,direct,1,0
u_000233,2025-01-17,Moscow,web,25-34,organic,0,0
u_000234,2025-10-30,Volga,android,18-24,organic,0,0
u_000235,2024-08-17,Central Russia,android,55+,direct,0,0
u_000236,2026-06-24,Saint Petersburg,ios,25-34,organic,0,0
u_000237,2026-03-28,Saint Petersburg,android,18-24,push,1,0
u_000238,2026-06-28,Volga,android,18-24,push,0,0
u_000239,2025-05-17,Central Russia,android,45-54,organic,0,0
u_000240,2025-01-09,Central Russia,android,45-54,organic,0,0
u_000241,2025-05-29,Far East,web,25-34,push,0,0
u_000242,2025-07-05,Central Russia,android,35-44,organic,0,0
u_000243,2026-02-19,Ural,android,18-24,affiliate,0,0
u_000244,2026-04-13,Ural,android,35-44,organic,0,0
u_000245,2026-01-04,Volga,ios,25-34,email,0,0
u_000246,2025-10-25,Far East,android,25-34,organic,0,0
u_000247,2025-12-26,Saint Petersburg,android,25-34,paid_ads,0,0
u_000248,2026-06-21,Moscow,android,35-44,email,0,0
u_000249,2025-04-03,Ural,android,25-34,direct,0,0
u_000250,2026-05-17,Siberia,android,25-34,organic,0,1
u_000251,2026-06-16,Volga,android,25-34,paid_ads,0,0
u_000252,2025-06-09,Volga,android,18-24,organic,0,0
u_000253,2025-12-28,Moscow,android,35-44,organic,0,0
u_000254,2024-03-21,Saint Petersburg,android,25-34,push,1,0
u_000255,2026-03-20,Central Russia,android,25-34,affiliate,0,0
u_000256,2026-04-08,Volga,android,25-34,organic,0,0
u_000257,2026-01-07,Moscow,ios,18-24,paid_ads,0,0
u_000258,2026-04-28,Saint Petersburg,android,45-54,organic,0,0
u_000259,2025-02-22,Central Russia,ios,25-34,organic,0,0
u_000260,2026-03-18,Saint Petersburg,android,25-34,organic,1,0
u_000261,2026-04-19,Moscow,ios,18-24,paid_ads,0,0
u_000262,2026-06-02,Ural,android,55+,organic,1,0
u_000263,2026-06-13,Volga,android,45-54,organic,1,0
u_000264,2026-04-18,Siberia,android,18-24,organic,0,0
u_000265,2025-05-08,South,android,25-34,organic,0,0
u_000266,2026-06-25,Moscow,android,18-24,direct,0,0
u_000267,2026-04-18,Central Russia,android,45-54,paid_ads,0,0
u_000268,2024-05-26,Ural,web,18-24,push,0,0
u_000269,2026-06-02,Moscow,android,55+,organic,0,0
u_000270,2026-04-25,Central Russia,ios,45-54,paid_ads,1,0
u_000271,2025-11-21,Siberia,android,25-34,push,0,0
u_000272,2026-02-06,Far East,android,35-44,organic,0,0
u_000273,2025-02-03,Moscow,ios,18-24,direct,0,0
u_000274,2026-01-11,Central Russia,android,55+,email,0,0
u_000275,2023-12-28,Moscow,web,45-54,organic,1,0
u_000276,2023-09-06,Ural,android,35-44,paid_ads,0,0
u_000277,2025-04-27,Volga,android,25-34,affiliate,0,0
u_000278,2026-01-20,Volga,ios,25-34,paid_ads,0,0
u_000279,2020-02-25,South,android,25-34,paid_ads,0,0
u_000280,2025-10-27,Central Russia,web,25-34,paid_ads,1,0
u_000281,2026-02-28,Moscow,android,45-54,organic,0,0
u_000282,2025-01-30,Moscow,android,35-44,organic,1,0
u_000283,2026-02-12,Far East,android,55+,organic,1,0
u_000284,2026-06-24,Moscow,ios,18-24,direct,0,0
u_000285,2026-01-18,Far East,android,35-44,email,0,0
u_000286,2026-06-21,Moscow,ios,25-34,push,0,0
u_000287,2026-05-27,Volga,ios,25-34,direct,0,0
u_000288,2026-03-20,Moscow,android,35-44,organic,0,0
u_000289,2025-10-01,Ural,ios,55+,organic,0,0
u_000290,2026-02-26,Volga,android,18-24,organic,0,0
u_000291,2026-06-02,Central Russia,android,35-44,push,0,0
u_000292,2026-01-17,Central Russia,android,25-34,organic,0,0
u_000293,2026-03-24,Central Russia,android,25-34,organic,1,0
u_000294,2024-04-04,South,web,35-44,email,1,0
u_000295,2025-12-08,Siberia,android,35-44,affiliate,0,0
u_000296,2026-01-04,Moscow,android,25-34,organic,0,0
u_000297,2024-12-01,Siberia,ios,18-24,paid_ads,0,0
u_000298,2026-02-16,Moscow,android,18-24,paid_ads,0,0
u_000299,2026-05-23,Ural,web,45-54,organic,1,0
u_000300,2026-05-29,Ural,android,18-24,organic,0,0
u_000301,2025-03-16,Moscow,android,18-24,organic,0,0
u_000302,2024-09-03,Moscow,android,25-34,organic,0,0
u_000303,2025-06-27,Moscow,android,25-34,direct,0,0
u_000304,2026-04-18,Moscow,android,55+,organic,0,0
u_000305,2026-02-13,Central Russia,android,18-24,paid_ads,1,0
u_000306,2025-12-07,Central Russia,android,25-34,organic,0,0
u_000307,2026-05-08,Siberia,ios,45-54,organic,0,0
u_000308,2026-06-11,South,android,18-24,email,1,0
u_000309,2025-04-19,Moscow,android,25-34,organic,0,0
u_000310,2026-02-24,Moscow,ios,18-24,organic,0,0
u_000311,2026-04-13,Central Russia,android,35-44,organic,0,0
u_000312,2025-06-14,Saint Petersburg,ios,18-24,organic,0,0
u_000313,2026-05-06,Moscow,android,25-34,organic,0,0
u_000314,2025-03-23,Central Russia,ios,25-34,paid_ads,0,0
u_000315,2026-01-19,Central Russia,android,18-24,paid_ads,0,0
u_000316,2025-01-02,Moscow,ios,25-34,organic,0,0
u_000317,2026-06-13,Moscow,android,35-44,organic,0,0
u_000318,2026-06-20,Ural,android,35-44,direct,0,0
u_000319,2026-06-21,Ural,android,55+,push,0,0
u_000320,2024-10-25,Central Russia,android,25-34,organic,0,0
u_000321,2025-02-01,Siberia,android,35-44,organic,0,0
u_000322,2024-12-28,Moscow,android,18-24,paid_ads,0,0
u_000323,2025-04-13,Moscow,android,18-24,paid_ads,0,0
u_000324,2026-02-21,Central Russia,android,55+,organic,0,0
u_000325,2026-01-19,Moscow,web,35-44,organic,0,0
u_000326,2025-02-11,Siberia,android,18-24,paid_ads,0,0
u_000327,2026-05-29,Central Russia,android,25-34,paid_ads,0,0
u_000328,2024-08-20,Ural,android,25-34,push,0,0
u_000329,2025-11-10,Ural,android,35-44,organic,0,0
u_000330,2026-05-09,Moscow,ios,25-34,push,1,0
u_000331,2025-04-02,Central Russia,android,35-44,organic,0,0
u_000332,2026-03-03,Central Russia,ios,25-34,organic,1,0
u_000333,2026-06-10,Siberia,web,35-44,organic,0,0
u_000334,2026-05-23,Central Russia,android,18-24,email,0,0
u_000335,2026-05-18,Volga,android,45-54,organic,0,0
u_000336,2026-02-04,Moscow,ios,45-54,push,0,0
u_000337,2026-01-02,Moscow,ios,45-54,organic,0,0
u_000338,2025-11-04,Central Russia,ios,18-24,paid_ads,1,0
u_000339,2026-05-04,Central Russia,android,35-44,paid_ads,0,0
u_000340,2025-11-17,Siberia,android,25-34,organic,0,0
u_000341,2026-04-09,Central Russia,ios,25-34,push,0,0
u_000342,2025-07-24,Siberia,ios,35-44,paid_ads,0,0
u_000343,2026-02-12,Siberia,android,55+,push,0,0
u_000344,2026-03-27,Siberia,android,25-34,affiliate,0,0
u_000345,2026-01-28,Saint Petersburg,ios,18-24,direct,1,0
u_000346,2024-05-01,Moscow,web,35-44,direct,1,0
u_000347,2026-04-30,Volga,android,18-24,push,1,0
u_000348,2026-03-14,Ural,android,35-44,organic,0,0
u_000349,2026-06-26,South,android,25-34,paid_ads,0,0
u_000350,2025-06-21,South,android,18-24,direct,0,0
u_000351,2026-06-19,South,android,18-24,organic,0,0
u_000352,2025-12-12,Volga,android,35-44,organic,0,0
u_000353,2025-08-23,Ural,web,18-24,direct,1,0
u_000354,2024-05-30,Siberia,android,18-24,organic,0,0
u_000355,2025-12-11,Saint Petersburg,android,18-24,organic,0,0
u_000356,2025-09-07,Far East,android,25-34,email,0,0
u_000357,2025-04-05,Siberia,android,45-54,email,0,0
u_000358,2026-06-04,Moscow,android,25-34,organic,0,0
u_000359,2026-05-09,Moscow,android,45-54,email,0,0
u_000360,2025-03-24,Volga,android,35-44,push,0,0
u_000361,2026-05-23,Saint Petersburg,android,35-44,organic,1,0
u_000362,2026-06-10,South,android,35-44,paid_ads,0,0
u_000363,2025-11-19,Central Russia,web,45-54,push,0,0
u_000364,2024-12-26,Central Russia,web,25-34,organic,0,0
u_000365,2025-09-18,Volga,ios,25-34,organic,0,0
u_000366,2026-05-30,South,ios,25-34,organic,0,0
u_000367,2025-09-24,Far East,ios,25-34,paid_ads,0,0
u_000368,2025-06-05,Moscow,android,35-44,organic,0,0
u_000369,2025-04-08,Far East,android,45-54,push,1,0
u_000370,2025-10-25,Central Russia,ios,25-34,organic,0,0
u_000371,2025-07-02,Moscow,android,25-34,direct,0,0
u_000372,2024-04-18,Volga,ios,25-34,organic,1,0
u_000373,2025-11-05,Moscow,android,35-44,push,1,0
u_000374,2026-05-02,South,web,35-44,paid_ads,0,0
u_000375,2025-04-08,Far East,ios,35-44,organic,0,0
u_000376,2024-10-23,Volga,ios,45-54,direct,0,0
u_000377,2025-06-08,Saint Petersburg,android,35-44,organic,0,0
u_000378,2026-04-24,Moscow,ios,35-44,affiliate,1,0
u_000379,2025-11-24,South,ios,35-44,organic,0,0
u_000380,2025-09-20,Moscow,android,55+,push,0,0
u_000381,2025-12-06,Moscow,android,25-34,organic,1,0
u_000382,2025-08-30,Siberia,ios,25-34,organic,0,0
u_000383,2025-08-08,Central Russia,ios,25-34,organic,0,0
u_000384,2026-04-16,Central Russia,android,35-44,organic,0,0
u_000385,2026-06-21,Central Russia,ios,35-44,paid_ads,0,0
u_000386,2025-09-03,Saint Petersburg,web,25-34,direct,0,0
u_000387,2026-01-20,Saint Petersburg,web,25-34,affiliate,0,0
u_000388,2026-01-06,Central Russia,android,45-54,push,0,0
u_000389,2024-06-23,South,android,18-24,paid_ads,0,0
u_000390,2025-08-08,Moscow,android,18-24,organic,0,0
u_000391,2025-11-07,South,android,25-34,paid_ads,0,0
u_000392,2025-12-18,Central Russia,web,18-24,paid_ads,0,0
u_000393,2026-03-31,Siberia,android,55+,organic,0,0
u_000394,2026-01-03,Saint Petersburg,android,45-54,paid_ads,1,0
u_000395,2025-10-21,Moscow,android,25-34,organic,1,0
u_000396,2026-02-22,Siberia,android,25-34,organic,0,0
u_000397,2026-06-03,Central Russia,android,35-44,organic,0,0
u_000398,2025-10-13,Moscow,android,45-54,organic,0,0
u_000399,2026-06-19,Volga,android,35-44,organic,1,0
u_000400,2025-08-03,Volga,android,25-34,paid_ads,0,0
u_000401,2026-06-19,Ural,android,25-34,push,0,0
u_000402,2025-09-01,Central Russia,android,45-54,push,0,0
u_000403,2025-05-19,Siberia,ios,35-44,organic,0,0
u_000404,2025-10-15,Central Russia,android,35-44,organic,0,0
u_000405,2026-03-13,Volga,ios,25-34,organic,0,0
u_000406,2026-04-07,South,web,18-24,organic,0,0
u_000407,2025-03-25,Volga,android,35-44,paid_ads,0,0
u_000408,2026-03-24,Central Russia,android,55+,organic,0,0
u_000409,2025-07-14,Siberia,android,18-24,organic,0,0
u_000410,2025-11-25,Moscow,web,18-24,organic,0,0
u_000411,2026-06-03,Siberia,web,25-34,organic,0,0
u_000412,2026-04-23,Central Russia,android,55+,organic,0,0
u_000413,2025-09-30,Volga,web,35-44,paid_ads,0,0
u_000414,2026-06-10,Volga,android,35-44,direct,0,0
u_000415,2026-01-17,Moscow,android,35-44,organic,0,0
u_000416,2025-10-25,Volga,android,35-44,organic,0,0
u_000417,2026-02-08,South,ios,45-54,organic,0,0
u_000418,2026-05-03,Moscow,ios,25-34,organic,0,0
u_000419,2026-05-03,Moscow,android,45-54,organic,0,0
u_000420,2026-06-13,Central Russia,ios,35-44,affiliate,0,0
u_000421,2026-05-18,Moscow,ios,25-34,affiliate,0,0
u_000422,2026-05-29,Volga,android,55+,paid_ads,0,0
u_000423,2026-04-25,South,android,45-54,email,0,0
u_000424,2026-02-27,Far East,ios,25-34,push,0,0
u_000425,2026-06-29,Volga,web,25-34,organic,0,0
u_000426,2026-04-15,Moscow,android,35-44,organic,0,0
u_000427,2026-05-31,Central Russia,android,25-34,paid_ads,1,0
u_000428,2026-05-28,Central Russia,android,45-54,affiliate,1,0
u_000429,2025-07-01,Central Russia,android,35-44,affiliate,0,0
u_000430,2025-09-23,Siberia,android,35-44,direct,0,0
u_000431,2025-04-27,Siberia,android,25-34,organic,0,0
u_000432,2025-09-27,Siberia,android,35-44,organic,0,0
u_000433,2026-06-24,Central Russia,ios,35-44,email,0,0
u_000434,2025-04-05,Central Russia,android,18-24,paid_ads,0,0
u_000435,2025-04-11,Moscow,android,35-44,paid_ads,0,0
u_000436,2024-11-11,Ural,android,35-44,organic,0,0
u_000437,2026-01-29,South,android,25-34,paid_ads,1,0
u_000438,2026-06-18,Siberia,ios,25-34,organic,0,0
u_000439,2025-02-04,Siberia,android,25-34,organic,0,0
u_000440,2026-04-01,Ural,ios,45-54,paid_ads,0,0
u_000441,2026-01-27,Moscow,android,35-44,push,0,0
u_000442,2025-03-09,Central Russia,web,18-24,organic,0,0
u_000443,2026-02-14,Central Russia,android,25-34,push,0,0
u_000444,2026-01-18,Central Russia,android,18-24,paid_ads,0,0
u_000445,2024-08-02,South,android,25-34,paid_ads,0,0
u_000446,2026-05-16,Central Russia,android,25-34,organic,0,0
u_000447,2025-11-21,Siberia,ios,35-44,organic,1,0
u_000448,2026-06-27,Saint Petersburg,android,18-24,organic,0,0
u_000449,2026-03-12,Volga,android,25-34,organic,0,0
u_000450,2025-11-05,Saint Petersburg,ios,25-34,push,0,0
u_000451,2026-02-07,Central Russia,android,18-24,organic,1,0
u_000452,2026-01-08,South,ios,25-34,email,0,0
u_000453,2025-10-19,Moscow,android,25-34,push,1,0
